destination_wikidata_id,destination_name,venue_name,venue_wikidata_id,venue_category
Q456,Lyon,Chapelle de la Trinité,Q2957338,religious site
Q456,Lyon,Église Saint-Polycarpe,Q10182,religious site
Q456,Lyon,Collège-lycée Ampère,Q8625,historic site
Q456,Lyon,Église Saint-Nizier,Q8250,religious site
Q456,Lyon,Musée de l'Imprimerie,Q8323,cultural site
Q456,Lyon,Le Palais de la Bourse,Q8213,historic site
Q456,Lyon,Église Notre Dame Saint-Vincent,Q10180,religious site
Q456,Lyon,Roman amphitheatre of the Three Gauls,Q3124,historic site
Q1309,Maastricht,Sluis Bosscherveld,Q17457419,historic site
Q1309,Maastricht,Sint-Hubertuskerk,Q16912061,religious site
Q1309,Maastricht,Cereal mill of Borgharen,Q17427974,attraction
Q1309,Maastricht,weir and lock complex Borgharen,Q17457420,historic site
Q1309,Maastricht,Speeltuin Fort Willem,Q2124067,fortress
Q1309,Maastricht,Gasometer (Maastricht),Q20652627,historic site
Q1309,Maastricht,Fort Willem,Q2124067,fortress
Q1309,Maastricht,Timmerfabriek,Q15882926,museum
Q1309,Maastricht,Eiffelgebouw,Q15906801,historic site
Q1309,Maastricht,Cokesfabriek,Q1839805,attraction
Q1309,Maastricht,Kasteel Borgharen,Q2606808,fortress
Q1309,Maastricht,Bastion Holstein,Q2920573,fortress
Q1309,Maastricht,Sint-Andriesklooster,Q16918005,religious site
Q1309,Maastricht,Refugie van Hocht,Q17418523,religious site
Q1309,Maastricht,Bastion Erfprins,Q2920573,fortress
Q14773,Macau,Macau Government Headquarters,Q6722701,palace
Q14773,Macau,St. Lawrence Church,Q3271236,religious site
Q14773,Macau,St. Joseph's Seminary and Church,Q4579079,religious site
Q14773,Macau,Dom Pedro V Theatre,Q3182054,cultural site
Q14773,Macau,Historic Centre of Macau,Q2601433,historic site
Q14773,Macau,St. Augustine's Square,Q6811395,cultural site
Q14773,Macau,St. Augustine's Church,Q4587786,religious site
Q14773,Macau,Sir Robert Ho Tung Library,Q3320500,historic site
Q14773,Macau,Mandarin's House,Q6757684,palace
Q14773,Macau,Leal Senado Building,Q3181816,historic site
Q14773,Macau,Avenida de Almeida Ribeiro,Q4828125,historic site
Q14773,Macau,Macau General Post Office,Q24894357,historic site
Q14773,Macau,"Our Lady of Penha Chapel, Macau",Q6706523,religious site
Q14773,Macau,Santa Casa da Misericórdia,Q4310094,historic site
Q14773,Macau,Sam Kai Vui Kun Temple,Q2200748,religious site
Q676203,Machu Picchu,Machu Picchu,Q676203,historic site
Q676203,Machu Picchu,Machu Picchu,Q676203,historic site
Q676203,Machu Picchu,Machu Picchu,Q676203,historic site
Q676203,Machu Picchu,Wayna Picchu,Q676203,historic site
Q676203,Machu Picchu,Wiñay Wayna,Q1585056,historic site
Q676203,Machu Picchu,Wiñay Wayna,Q1585056,historic site
Q676203,Machu Picchu,Historic Sanctuary of Machu Picchu,Q3331815,nature
Q676203,Machu Picchu,Huayna Picchu,Q845427,geological formation
Q676203,Machu Picchu,Temple of the Moon,Q634026,religious site
Q676203,Machu Picchu,Machupicchu Mountain,Q45776914,geological formation
Q676203,Machu Picchu,Phutuq K'usi,Q7262510,geological formation
Q676203,Machu Picchu,Intipunku,Q11120323,historic site
Q676203,Machu Picchu,Sun Gate,Q11120323,historic site
Q676203,Machu Picchu,LLactapata,Q15242571,historic site
Q676203,Machu Picchu,Phuyupatamarca,Q4383495,historic site
Q1019,Madagascar,Amber Mountain National Park,,park
Q1019,Madagascar,Amber Mountain National Park,,national park
Q1019,Madagascar,Amber Mountain National Park,,protected area
Q1019,Madagascar,Ankarana Special Reserve,,special reserve of Madagascar
Q43788,Madison,Wisconsin State Capitol,Q2915273,historic site
Q43788,Madison,American Exchange Bank,Q4743705,historic site
Q43788,Madison,Grace Episcopal Church,Q14714440,religious site
Q43788,Madison,Wakeley-Giles Commercial Building,Q54952990,historic site
Q43788,Madison,Jackman Building,Q6116768,historic site
Q43788,Madison,Lamb Building,Q6481023,historic site
Q43788,Madison,Thompson's Block,Q54952986,historic site
Q43788,Madison,Robert M. Lamp House,Q6531634,historic site
Q43788,Madison,Baskerville Apartment Building,Q4867609,historic site
Q43788,Madison,Christian Dick Block,Q21015940,historic site
Q43788,Madison,Madison Vocational School,Q85783084,historic site
Q43788,Madison,Madison Masonic Center,Q6728040,religious site
Q43788,Madison,State Office Building,Q7603447,historic site
Q43788,Madison,"First Church of Christ, Scientist",Q5452683,religious site
Q43788,Madison,Orpheum Theatre,Q7103966,cultural site
Q2807,Madrid,"Casa Cordero, Madrid",Q5754166,historic site
Q2807,Madrid,Real Casa de la Aduana,Q7300858,historic site
Q2807,Madrid,"Casa Palazuelo, Madrid",Q5754472,historic site
Q2807,Madrid,Church of el Carmen,Q5117763,religious site
Q2807,Madrid,Teatro Albéniz,Q6139586,theatre
Q2807,Madrid,Former Banco Central Hispano headquarters,Q18338283,historic site
Q2807,Madrid,Palace of Goyeneche,Q6058031,palace
Q2807,Madrid,Casino de Madrid,Q4891981,historic site
Q2807,Madrid,Church of San Ginés de Arlés,Q5117097,religious site
Q2807,Madrid,Monasterio de las Descalzas,Q2268271,religious site
Q2807,Madrid,Banco de Bilbao building,Q18177075,historic site
Q2807,Madrid,Santa Cruz Palace,Q2982559,palace
Q2807,Madrid,"Casa de las Alhajas, Madrid",Q16544181,historic site
Q2807,Madrid,Palace de Miraflores,Q3826168,palace
Q2807,Madrid,Puerta del Sol,Q1766008,attraction
Q1733,Magdeburg,Otto-von-Guericke-Brunnen,Q60095,historic site
Q1733,Magdeburg,Magdeburger Reiter,Q1883895,cultural site
Q1733,Magdeburg,Neues Rathaus,Q2132565,historic site
Q1733,Magdeburg,Eisenbarth-Brunnen,Q1312612,historic site
Q1733,Magdeburg,Sankt Johannis,Q2009405,religious site
Q1733,Magdeburg,Buttergasse,Q15052425,historic site
Q1733,Magdeburg,Katharinenportal,Q28057106,attraction
Q1733,Magdeburg,Magdalenenkapelle,Q1671255,religious site
Q1733,Magdeburg,Petrikirche (Magdeburg),Q2222090,religious site
Q1733,Magdeburg,Breiter Weg 179,Q58386551,historic site
Q1733,Magdeburg,Die Rettungstat des Hauptmann Igor Belikow,Q1215765,historic site
Q1733,Magdeburg,Wallfahrtskapelle zum Ölberg,Q1573481,religious site
Q1733,Magdeburg,Kozlowski-Denkmal,Q1785776,historic site
Q1733,Magdeburg,Fürstenwallstraße 10,Q23017392,historic site
Q1733,Magdeburg,Kloster Unser Lieben Frauen,Q882013,religious site
Q1720,Mainz,Gotthardkapelle,Q666960,religious site
Q1720,Mainz,Marktbrunnen,Q1900994,cultural site
Q1720,Mainz,St. Martin's Cathedral,Q666960,religious site
Q1720,Mainz,Nagelsäule,Q1963548,historic site
Q1720,Mainz,Preußische Hauptwache,Q43307565,historic site
Q1720,Mainz,Zum Römischen Kaiser,Q229000,historic site
Q1720,Mainz,Johanniskirche,Q1415719,religious site
Q1720,Mainz,Staatstheater Mainz,Q317908,cultural site
Q1720,Mainz,Gutenberg-Denkmal,Q1557143,historic site
Q1720,Mainz,"Gutenberg Pfad - Die letzte Ruhestätte, Alte Universität",Q25089329,historic site
Q1720,Mainz,Gutenbergplatz,Q3121412,cultural site
Q1720,Mainz,Alte Universität Ehemaliges Jesuitenkolleg,Q25089329,historic site
Q1720,Mainz,Alte Universität,Q25089329,historic site
Q1720,Mainz,Staatstheater Mainz,Q317908,cultural site
Q1720,Mainz,Heilig-Geist-Spital,Q3145325,historic site
Q3818,Malabo,Cultural Center of Spain in Malabo,Q21002644,museum
Q3818,Malabo,Catedral de Santa Isabel,Q8342845,religious site
Q3818,Malabo,EG LNG Pipeline Suspension Bridge,Q18208107,attraction
Q1020,Malawi,Nkhotakota Game Reserve,Q11302185,nature
Q833,Malaysia,Petronas Towers,,skyscraper
Q833,Malaysia,Petronas Towers,,twin towers
Q833,Malaysia,Batu Caves,,cave
Q833,Malaysia,Batu Caves,,architectural landmark
Q833,Malaysia,Kek Lok Si,,Buddhist temple
Q826,Maldives,Malé Hukuru Miskiy,Q4385992,religious site
Q826,Maldives,kurumba maldives,Q371225,nature
Q826,Maldives,Hulhumale' Park,Q20422554,religious site
Q9347,Malé,Malé Hukuru Miskiy,Q4385992,religious site
Q9347,Malé,kurumba maldives,Q371225,nature
Q9347,Malé,Hulhumale' Park,Q20422554,religious site
Q2211,Malmö,Heliga Trefaldighetskyrkan,Q10520037,religious site
Q2211,Malmö,Sankta Maria kyrka,Q10661536,religious site
Q2211,Malmö,Sankt Johannes kyrka,Q889502,religious site
Q2211,Malmö,Malmö Opera,Q1507772,cultural site
Q2211,Malmö,Malmö Opera,Q1507772,historic site
Q2211,Malmö,"Folkets hus, Malmö",Q10497389,historic site
Q2211,Malmö,Mooms-Teatern,Q10689019,cultural site
Q2211,Malmö,Helgeandskyrkan,Q10519529,religious site
Q2211,Malmö,Hyllie kyrka,Q10529118,religious site
Q2211,Malmö,Sankt Pauli kyrka,Q889213,religious site
Q2211,Malmö,"Slottsmöllan, Malmö",Q10671648,cultural site
Q2211,Malmö,Hedmanska gården,Q10519186,historic site
Q2211,Malmö,Flensburgska huset,Q10496661,historic site
Q2211,Malmö,Pingstkyrkan Europaporten,Q10631916,religious site
Q2211,Malmö,Idrottsmuseet i Malmö,Q10534154,museum
Q233,Malta,Mnajdra,,archaeological site
Q233,Malta,Ħaġar Qim,,megalith
Q233,Malta,Ħaġar Qim,,archaeological site
Q233,Malta,Tarxien Temples,,archaeological site
Q233,Malta,Popeye Village,,
Q233,Malta,Skorba Temples,,archaeological site
Q233,Malta,National Museum of Archaeology,,museum
Q233,Malta,National Museum of Archaeology,,art exhibition
Q233,Malta,National Museum of Archaeology,,archaeological museum
Q3274,Managua,Palacio Nacional de la Cultura,Q6058291,palace
Q3274,Managua,Parque Central Carlos Fonseca Amador,Q5670818,cultural site
Q3274,Managua,Catedral de Managua,Q1542099,religious site
Q3274,Managua,Antigua Managua,Q1542099,religious site
Q3274,Managua,Tiscapa Lagoon Natural Reserve,Q9068233,nature
Q3274,Managua,Metropolitan Cathedral of the Immaculate Conception,Q6825038,religious site
Q3274,Managua,Reserva Natural Laguna de Nejapa,Q106936876,nature
Q3274,Managua,Reserva Natural Peninsula de Chiltepe,Q5099201,nature
Q3274,Managua,Volcan Apoyeque,Q620603,geological formation
Q3274,Managua,Chiltepe Peninsula Natural Reserve,Q5099201,nature
Q3882,Manama,Manama,Q3882,historic site
Q3882,Manama,Bahrain Pearling Trail,Q1889313,historic site
Q3882,Manama,Qal'at al-Bahrain Fort,Q740104,historic site
Q3882,Manama,Qal'at al-Bahrain,Q740104,historic site
Q3882,Manama,Bahrain Fort,Q740104,fortress
Q3882,Manama,Barbar Temple,Q807317,religious site
Q3882,Manama,Madinat Hamad 2 Burial Mound Field (Karzakkan),Q5276996,historic site
Q3882,Manama,Adliya,Q4683326,cultural site
Q3882,Manama,Sacred Heart Church,Q7397164,religious site
Q3882,Manama,Al Fateh Grand Mosque,Q2086076,religious site
Q3882,Manama,Bahrain Synagogue,Q3497201,religious site
Q3882,Manama,Bab Al Bahrain,Q2877666,fortress
Q3882,Manama,Bab Al Bahrain,Q2877666,fortress
Q3882,Manama,Bahrain World Trade Center,Q511612,attraction
Q3882,Manama,Bahrain National Museum,Q869788,cultural site
Q40236,Manaus,Reservatório do Mocó,Q24278937,attraction
Q40236,Manaus,Igreja de São Sebastião,Q10300854,religious site
Q40236,Manaus,Igreja de São Sebastião,Q10300854,religious site
Q40236,Manaus,Igreja de São Sebastião,Q10300854,religious site
Q40236,Manaus,Teatro Amazonas,Q1434444,cultural site
Q40236,Manaus,Amazon Theatre,Q1434444,cultural site
Q40236,Manaus,Palácio da Justiça do Amazonas,Q10343996,historic site
Q40236,Manaus,Amazon Theatre,Q1434444,historic site
Q40236,Manaus,Amazonas State Public Library,Q16489612,attraction
Q40236,Manaus,Catedral Metropolitana de Manaus,Q18482308,religious site
Q40236,Manaus,Rio Negro Palace,Q10343970,palace
Q40236,Manaus,Museu do Porto,Q10333917,museum
Q40236,Manaus,Municipal Clock,Q56350983,attraction
Q40236,Manaus,Benjamin Constant suspended bridge,Q10351374,attraction
Q40236,Manaus,Chaminé Theatre,Q10378816,theatre
Q18125,Manchester,The Holy Name Catholic Church,Q5117919,religious site
Q18125,Manchester,"Upper Brook Street Chapel, Manchester",Q7898516,religious site
Q18125,Manchester,Grosvenor Picture Palace,Q19873747,historic site
Q18125,Manchester,"Former Town Hall Facade To Mable Tylecote Building, Manchester Metropolitan  University",Q26571952,historic site
Q18125,Manchester,Manchester School of Art,Q15244503,historic site
Q18125,Manchester,"Grove House, Manchester",Q5611412,historic site
Q18125,Manchester,Pankhurst Centre,Q7131318,museum
Q18125,Manchester,Manchester Royal Eye Hospital,Q6747495,historic site
Q18125,Manchester,Whitworth Art Gallery,Q3567825,cultural site
Q18125,Manchester,The Whitworth,Q3567825,cultural site
Q18125,Manchester,O2 Apollo Manchester,Q1068548,theatre
Q18125,Manchester,The Dancehouse,Q5215363,cultural site
Q18125,Manchester,Christ Church Moss Side,Q5108701,religious site
Q18125,Manchester,Elizabeth Gaskell's House,Q4644775,cultural site
Q18125,Manchester,Chorlton New Mills,Q24039422,attraction
Q11299,Manhattan,DeVinne Press Building,Q5244135,historic site
Q11299,Manhattan,Merchant's House Museum,Q3306353,cultural site
Q11299,Manhattan,Colonnade row,Q8348030,historic site
Q11299,Manhattan,Robbins & Appleton Building,Q7341048,attraction
Q11299,Manhattan,Brown Building,Q4976083,attraction
Q11299,Manhattan,Public Theater,Q3048768,cultural site
Q11299,Manhattan,"Firehouse, Engine Company 33 and Ladder Company 9",Q5451866,attraction
Q11299,Manhattan,Bayard-Condict Building,Q3637062,attraction
Q11299,Manhattan,Astor Place Opera House,Q2199564,cultural site
Q11299,Manhattan,Bleecker Street,Q2612992,attraction
Q11299,Manhattan,Astor Place,Q2199564,attraction
Q11299,Manhattan,Metropolitan Savings Bank Building,Q6825235,historic site
Q11299,Manhattan,The Cooper Union,Q130981,historic site
Q11299,Manhattan,Bouwerie Lane Theatre,Q4950488,historic site
Q11299,Manhattan,Hamilton-Holly House,Q5644805,historic site
Q1461,Manila,Post Office Building,Q1997093,historic site
Q1461,Manila,Isabella the Second,Q17153234,historic site
Q1461,Manila,Puerta de Isabel II,Q17153234,historic site
Q1461,Manila,Manila Metropolitan Theater,Q1639613,cultural site
Q1461,Manila,Santa Cruz Church,Q16507813,religious site
Q1461,Manila,King Charles IV Monument,Q84596020,historic site
Q1461,Manila,Intramuros,Q772211,historic site
Q1461,Manila,San Agustin Church,Q1306513,religious site
Q1461,Manila,San Agustin Monastery,Q1306513,religious site
Q1461,Manila,Bahay Nakpil-Bautista,Q17081316,cultural site
Q1461,Manila,San Agustin Museum,Q1306513,religious site
Q1461,Manila,National Museum of Fine Arts,Q15263757,museum
Q1461,Manila,Capitol Theatre,Q17150767,cultural site
Q1461,Manila,Intendencia,Q17011167,historic site
Q1461,Manila,MacArthur Bridge,Q25203997,attraction
Q2119,Mannheim,Grupello-Pyramide,Q1550876,historic site
Q2119,Mannheim,Lemle-Moses-Klaus,Q1816892,religious site
Q2119,Mannheim,Hauptsynagoge,Q1589766,religious site
Q2119,Mannheim,St. Sebastian (Untere Pfarrei),Q1805314,religious site
Q2119,Mannheim,Citykirche Konkordien,Q1781768,religious site
Q2119,Mannheim,Marktplatzbrunnen (Mannheim),Q1630918,nature
Q2119,Mannheim,Trinitatiskirche,Q2453506,religious site
Q2119,Mannheim,Museum Zeughaus,Q196957,cultural site
Q2119,Mannheim,"Jesuitenkirche A 4, 1",Q538329,religious site
Q2119,Mannheim,Polnische Katholische Kirche,Q1599601,religious site
Q2119,Mannheim,Jesuitenkirche,Q538329,religious site
Q2119,Mannheim,"Palais Bretzenheim A 2,1",Q2046919,historic site
Q2119,Mannheim,A3,Q61968446,attraction
Q2119,Mannheim,Sternwarte A4,Q315240,attraction
Q2119,Mannheim,Schlosskirche,Q2244573,religious site
Q3889,Maputo,Maputo International Airport,Q1022397,historic site
Q3889,Maputo,Saipal Bakery,Q17325605,historic site
Q3889,Maputo,Escola Secundária Francisco Manyanga,Q10317942,historic site
Q3889,Maputo,Bloco Habitacional O Leão Que Ri,Q16501783,historic site
Q3889,Maputo,Cine Africa,Q18228668,cultural site
Q3889,Maputo,Maputo City Hall,Q10270271,historic site
Q3889,Maputo,Jardim da catedral de Maputo,Q127722,religious site
Q3889,Maputo,Jardim da catedral de Maputo,Q127722,religious site
Q3889,Maputo,Jardim da catedral de Maputo,Q127722,religious site
Q3889,Maputo,Cathedral of Our Lady of the Immaculate Conception,Q127722,religious site
Q3889,Maputo,Jardim da catedral de Maputo,Q127722,religious site
Q3889,Maputo,Jardim da catedral de Maputo,Q127722,religious site
Q3889,Maputo,Rádio Moçambique building,Q18016415,historic site
Q3889,Maputo,The Iron House,Q9698289,historic site
Q3889,Maputo,Hospital Central de Maputo,Q27440606,historic site
Q37133,Mariupol,Музей історії комбінату Ілліча,Q12130605,museum
Q37133,Mariupol,Old Water Tower,Q4439835,attraction
Q37133,Mariupol,Theatre of Drama,Q4166247,cultural site
Q37133,Mariupol,"Монумент молодому Куїнджі, Маріуполь",Q16707442,historic site
Q37133,Mariupol,Памятник Высоцкому (Мариуполь),Q4343118,historic site
Q37133,Mariupol,Харлампіївський собор,Q28706623,religious site
Q37133,Mariupol,Museum of Folk Life (Mariupol),Q4306384,cultural site
Q37133,Mariupol,Mariupolʹsʹkyĭ krai︠e︡znavchyĭ muzeĭ,Q4281584,cultural site
Q37133,Mariupol,Художній музей імені Куїнджи,Q4281595,cultural site
Q37133,Mariupol,Synagogue in Mariupol,Q25435047,religious site
Q37133,Mariupol,Музей медальєра Юхима Харабета,Q12130561,museum
Q37133,Mariupol,City Garden,Q4281577,cultural site
Q37133,Mariupol,Project 1125 small armored river boat,Q4278754,historic site
Q37133,Mariupol,Sultan Suleiman Mosque,Q3906628,religious site
Q37133,Mariupol,Museum Mariupol sea port,Q12130519,museum
Q101625,Marrakesh,Mosque Ben Saleh,Q15958582,religious site
Q101625,Marrakesh,Marrakech Museum,Q3090631,cultural site
Q101625,Marrakesh,Ben Youssef Madrasa,Q1560540,historic site
Q101625,Marrakesh,Bab Debbagh,Q58897207,fortress
Q101625,Marrakesh,Marrakech Museum,Q3090631,cultural site
Q101625,Marrakesh,Ben Youssef Mosque,Q4886745,religious site
Q101625,Marrakesh,Almoravid Koubba,Q3412514,historic site
Q101625,Marrakesh,Almoravid Koubba,Q3412514,historic site
Q101625,Marrakesh,El Mouassine Mosque,Q3324857,religious site
Q101625,Marrakesh,Dar Si Said Museum,Q3329122,cultural site
Q101625,Marrakesh,El Mouassine Mosque,Q3324857,religious site
Q101625,Marrakesh,Mouassine Mosque,Q3324857,religious site
Q101625,Marrakesh,Shrob ou shouf fountain,Q3076107,historic site
Q101625,Marrakesh,Medina,Q966780,historic site
Q101625,Marrakesh,Walls of Marrakech,Q58977891,attraction
Q23482,Marseille,"immeuble, 1 rue Saint-Ferréol, Canebière",Q22986397,historic site
Q23482,Marseille,"immeuble, 32-34 Canebière",Q22986388,historic site
Q23482,Marseille,"immeuble, 36 Canebière",Q22986391,historic site
Q23482,Marseille,"Immeuble, 40 la Canebière",Q22986393,historic site
Q23482,Marseille,Maison du Figaro,Q3280004,historic site
Q23482,Marseille,Le Jardin des Vestiges,Q2172329,historic site
Q23482,Marseille,Jardin des Vestiges,Q2172329,historic site
Q23482,Marseille,Hôtel Louvre et Paix,Q3145574,historic site
Q23482,Marseille,Hôtel Hubaud,Q3145521,historic site
Q23482,Marseille,Église Saint-Cannat,Q3581149,religious site
Q23482,Marseille,Hôtel Pesciolini,Q3145624,historic site
Q23482,Marseille,"Immeuble, 1 rue Molière",Q22986394,historic site
Q23482,Marseille,Église de la Mission de France,Q3585770,religious site
Q23482,Marseille,Opéra de Marseille,Q3085786,cultural site
Q23482,Marseille,Église Saint-Théodore,Q3584592,religious site
Q3909,Maseru,Our Lady of Victory Cathedral,Q56487397,religious site
Q3909,Maseru,Our Lady of Victories Cathedral,Q24249528,religious site
Q1027,Mauritius,Aapravasi Ghat,Q9276,historic site
Q1027,Mauritius,The Immigration Depot,Q9276,historic site
Q1027,Mauritius,Black River Gorges National Park,Q2421766,cultural site
Q1027,Mauritius,Le Pouce,Q2398604,geological formation
Q1027,Mauritius,Category:Marie Reine de la Paix Port-Louis,Q105517516,religious site
Q1027,Mauritius,St Louis Cathedral,Q2942379,religious site
Q1027,Mauritius,Port Louis Photography Museum,Q2370529,museum
Q1027,Mauritius,Mauritius Commercial Bank,Q2882647,attraction
Q1027,Mauritius,Theatre of Port-Louis,Q24935846,cultural site
Q1027,Mauritius,Development Bank of Mauritius,Q2882647,attraction
Q1027,Mauritius,SBI (Mauritius) ltd Bank,Q2882647,attraction
Q1027,Mauritius,State Bank of Mauritius Ltd,Q2882647,attraction
Q1027,Mauritius,State Bank Tower,Q3497287,attraction
Q1027,Mauritius,Blue Penny Museum,Q495247,cultural site
Q1027,Mauritius,Postal Museum,Q3329940,cultural site
Q3904,Mbabane,Mlilwane Wildlife Sanctuary,Q1941204,nature
Q48278,Medellín,Basilica of Our Lady of Candelaria,Q5721929,attraction
Q48278,Medellín,Palacio de la Cultura Rafael Uribe Uribe,Q17086626,cultural site
Q48278,Medellín,Metropolitan Cathedral of Medellín,Q1050597,religious site
Q48278,Medellín,Catedral,Q1050597,religious site
Q48278,Medellín,"Iglesia del Sagrado Corazón de Jesús, Medellín",Q11682930,religious site
Q48278,Medellín,Capilla Hospital Universitario,Q3145364,religious site
Q48278,Medellín,Cementerio de San Pedro,Q6033239,historic site
Q48278,Medellín,Cerro El Volador,Q5064920,nature
Q48278,Medellín,Iglesia El Calvario,Q56318007,religious site
Q48278,Medellín,Enrique Olaya Herrera Airport,Q1431257,historic site
Q48278,Medellín,Iglesia de Nuestra Señora del Rosario,Q5909763,religious site
Q48278,Medellín,Berrío Park,Q11071708,cultural site
Q48278,Medellín,Torre del Café,Q7826994,attraction
Q48278,Medellín,Lido,Q3776945,cultural site
Q48278,Medellín,Park of Bolívar,Q3889028,cultural site
Q35484,Medina,Prophet's Mosque,Q486080,religious site
Q35484,Medina,Abbas ibn Abd al-Muttalib,Q293599,historic site
Q35484,Medina,Masjid Ghamama,Q12242769,religious site
Q35484,Medina,Maqbara Al Baqeea,Q154204,historic site
Q35484,Medina,Masjid Al Ijabah,Q12242695,religious site
Q35484,Medina,As-Sajadah Mosque,Q16125362,religious site
Q35484,Medina,Battle of the Trench,Q826083,historic site
Q35484,Medina,Battle of Medina,Q3656325,historic site
Q35484,Medina,Sela,Q7447382,nature
Q35484,Medina,Amberiye mosque,Q12242767,religious site
Q35484,Medina,Mosque of Al-Saqiya,Q12242742,religious site
Q35484,Medina,Manartain mosque,Q12242782,religious site
Q35484,Medina,Battle of al-Harrah,Q514382,historic site
Q35484,Medina,Al Jum'a Mosque,Q14921963,religious site
Q35484,Medina,مسجد ذي الحليفة,Q7269726,religious site
Q3141,Melbourne,Melbourne's GPO,Q6811781,historic site
Q3141,Melbourne,Royal Arcade,Q7373672,historic site
Q3141,Melbourne,Royal Arcade,Q7373672,historic site
Q3141,Melbourne,Secrets Shhh,Q7373672,historic site
Q3141,Melbourne,Royal Arcade,Q7373672,historic site
Q3141,Melbourne,Royal Arcade,Q7373672,historic site
Q3141,Melbourne,Royal Arcade,Q7373672,historic site
Q3141,Melbourne,Royal Arcade,Q7373672,historic site
Q3141,Melbourne,Block Arcade,Q2429342,historic site
Q3141,Melbourne,Block Arcade,Q2429342,historic site
Q3141,Melbourne,Mitchell House,Q16948116,historic site
Q3141,Melbourne,Block Arcade,Q2429342,historic site
Q3141,Melbourne,Bun House,Q16904187,historic site
Q3141,Melbourne,Capitol Theatre,Q5035939,cultural site
Q3141,Melbourne,St Francis' Church,Q941974,religious site
Q5831,Melilla,Fuerte Camellos,Q32453351,fortress
Q5831,Melilla,Plaza de toros de Melilla,Q24023454,historic site
Q5831,Melilla,Cargadero del Mineral,Q28783134,historic site
Q5831,Melilla,"Teatro-Cine Perelló, Melilla",Q33026706,cultural site
Q5831,Melilla,Parque Forestal Juan Carlos I Rey,Q51932165,cultural site
Q5831,Melilla,Museo Gaselec de la Electricidad,Q47487002,museum
Q5831,Melilla,Mezquita del Buen Acuerdo,Q42310382,religious site
Q5831,Melilla,Church of Saint Augustinus (Melilla),Q42154799,religious site
Q5831,Melilla,Capilla de San Juan El Bautista,Q33522656,religious site
Q5831,Melilla,Casa de la Viuda de Samuel Salama,Q33026799,attraction
Q5831,Melilla,"Cine Español, Melilla",Q33026727,cultural site
Q5831,Melilla,Reloj Solar,Q54806716,historic site
Q5831,Melilla,Mercado del Real,Q35842232,historic site
Q5831,Melilla,Parque Agustín Jeréz,Q53340172,cultural site
Q5831,Melilla,"Homenaje al Modernismo Melillense, Melilla",Q53351735,historic site
Q16563,Memphis,Lincoln American Tower,Q6550483,historic site
Q16563,Memphis,Tennessee Club-Overall Goodbar Building,Q38251920,historic site
Q16563,Memphis,Exchange Building,Q5419560,historic site
Q16563,Memphis,D.T. Porter Building,Q5203452,historic site
Q16563,Memphis,Memphis Trust Building,Q38251915,historic site
Q16563,Memphis,Dermon Building,Q5262783,historic site
Q16563,Memphis,100 North Main,Q4546167,attraction
Q16563,Memphis,Calvary Episcopal Church,Q5024178,religious site
Q16563,Memphis,Sterick Building,Q1810578,attraction
Q16563,Memphis,B. Lowenstein & Brothers Building,Q38251912,historic site
Q16563,Memphis,University of Memphis School of Law building,Q7895738,historic site
Q16563,Memphis,Shrine Building,Q7504037,historic site
Q16563,Memphis,Bank of Commerce and Trust Company Building,Q30624069,historic site
Q16563,Memphis,Adams Avenue Historic District,Q30624137,historic site
Q16563,Memphis,Toof Building,Q12071236,historic site
Q13666,Messina,Palazzo Zanca,Q3891107,palace
Q13666,Messina,Fontana di Orione,Q3747419,historic site
Q13666,Messina,Don Giovanni d'Austria,Q3968667,historic site
Q13666,Messina,Teatro Vittorio Emanuele,Q2398822,cultural site
Q13666,Messina,Fontana Falconieri,Q48806154,historic site
Q13666,Messina,Piazza Vittorio Emanuele Orlando,Q2398822,cultural site
Q13666,Messina,Torre del castello Matagrifone,Q6786370,fortress
Q13666,Messina,Palazzo della cultura,Q3891490,theatre
Q13666,Messina,Fontana di Gennaro,Q3747417,historic site
Q13666,Messina,Piazza Fontana di Gennaro,Q3747417,historic site
Q13666,Messina,Chiesa di Santa Maria Alemanna,Q3673236,religious site
Q13666,Messina,Fontana del Nettuno,Q3747360,historic site
Q13666,Messina,Statua del Nettuno,Q3747360,historic site
Q13666,Messina,Colonna dell'Immacolata,Q15617205,historic site
Q13666,Messina,Duomo,Q3651814,attraction
Q22690,Metz,Hôtel de ville de Metz,Q3146160,historic site
Q22690,Metz,Office de Tourisme,Q2997747,historic site
Q22690,Metz,place d'Armes,Q1428517,cultural site
Q22690,Metz,Metz Cathedral,Q671066,religious site
Q22690,Metz,Hôtel du Parlement (Metz),Q3146295,historic site
Q22690,Metz,Metz Cathedral,Q671066,religious site
Q22690,Metz,Fontaine Sainte-Croix,Q22959765,historic site
Q22690,Metz,Metz Cathedral,Q671066,religious site
Q22690,Metz,Hôtel de la Bulette,Q3146019,historic site
Q22690,Metz,Place Saint-Étienne (Metz),Q22959831,cultural site
Q22690,Metz,Chapelle Saint-Genest,Q2956824,religious site
Q22690,Metz,vestiges gallo-romains de Metz,Q22959833,historic site
Q22690,Metz,Église des Trinitaires de Metz,Q3585932,religious site
Q22690,Metz,Grange des Antonistes,Q3115328,historic site
Q22690,Metz,Hôtel Saint-Livier,Q1643087,historic site
Q96,Mexico,Chichen Itza,,archaeological site
Q96,Mexico,Chichen Itza,,ancient city
