festival_wikidata_id,festival_name,festival_type,destination_wikidata_id,destination_name,start_date,end_date,inception
Q20430438,Gustar,festival,Q217,Moldova,,,2010-01-01T00:00:00Z
Q123256583,Feria del Libro de Aguascalientes,recurring event,Q96,Mexico,,,1968-01-01T00:00:00Z
Q6907391,Moomba,festival,Q3141,Melbourne,1955-01-01T00:00:00Z,,1955-03-01T00:00:00Z
Q5613183,Guadalajara Gay Pride,recurring event,Q96,Mexico,,,1979-06-01T00:00:00Z
Q4456967,ShadowCon,recurring event,Q16563,Memphis,,,1997-01-01T00:00:00Z
Q116984010,Tlanchana Fest,festival,Q96,Mexico,,,2014-01-01T00:00:00Z
Q117134079,Q117134079,festival,Q96,Mexico,,,2023-02-18T00:00:00Z
Q3148912,Imagina,festival,Q235,Monaco,,,
Q5861066,Q5861066,festival,Q96,Mexico,,,
Q17623129,Muévete en Bici,recurring event,Q96,Mexico,,,
Q136325182,Q136325182,recurring event,Q1335,Montevideo,2023-01-01T00:00:00Z,,
Q4006210,Q4006210,festival,Q490,Milan,,,
Q130449691,IV Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q96,Mexico,2020-09-29T00:00:00Z,2020-10-02T00:00:00Z,
Q6366640,Vive Latino 1998,festival occurrence,Q96,Mexico,,,
Q116869942,Q116869942,festival,Q96,Mexico,,,1998-01-01T00:00:00Z
Q24181236,Q24181236,recurring event,Q96,Mexico,,,
Q111944318,Rising,recurring event,Q3141,Melbourne,2022-01-01T00:00:00Z,,2020-01-01T00:00:00Z
Q765700,OTI Festival 1976,festival occurrence,Q96,Mexico,,,
Q107977901,Fandango jarocho,party,Q96,Mexico,,,
Q72205356,Feria Internacional del Libro Universitario,recurring event,Q96,Mexico,,,2017-01-01T00:00:00Z
Q56317877,"Corona Capital, Guadalajara",festival,Q96,Mexico,2010-10-16T00:00:00Z,,
Q5398863,Q5398863,festival,Q96,Mexico,,,
Q39080927,Q39080927,festival,Q96,Mexico,,,
Q3330959,MUTEK,festival,Q340,Montreal,,,2000-01-01T00:00:00Z
Q3533587,Q3533587,recurring event,Q340,Montreal,,,
Q123176833,El Aleph. Festival de arte y ciencia,festival,Q96,Mexico,,,
Q1133236,FLISOL,recurring event,Q96,Mexico,,,
Q123176833,El Aleph. Festival de arte y ciencia,festival,Q1489,Mexico City,,,
Q112660178,Con*Cept,recurring event,Q340,Montreal,,,1989-01-01T00:00:00Z
Q105873851,Bouge d'ici,festival,Q340,Montreal,,,
Q19206998,Normandy Format,recurring event,Q490,Milan,,,2014-06-06T00:00:00Z
Q3070809,International Festival of Film on Art,recurring event,Q340,Montreal,,,1981-01-01T00:00:00Z
Q77607393,El Nueve,discothèque,Q96,Mexico,,,1977-01-23T00:00:00Z
Q14226255,Minsk Gay Pride,festival,Q2280,Minsk,,,1999-01-01T00:00:00Z
Q21002090,Q21002090,festival,Q96,Mexico,,,
Q139737336,International Architecture Festival,festival,Q96,Mexico,,,
Q21002091,Q21002091,festival,Q96,Mexico,,,
Q123238578,Q123238578,recurring event,Q96,Mexico,,,2019-09-19T00:00:00Z
Q117123984,Festival del Tamal y el Atole,festival,Q96,Mexico,,,2023-01-01T00:00:00Z
Q96372033,Anarchapulco,recurring event,Q96,Mexico,,,2015-01-01T00:00:00Z
Q661777,Feria Nacional de San Marcos,party,Q96,Mexico,,,
Q130448934,I Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q1489,Mexico City,2014-06-10T00:00:00Z,2014-06-11T00:00:00Z,
Q112617847,Basicon,recurring event,Q3141,Melbourne,,,1995-01-01T00:00:00Z
Q123513558,Festival Internacional de Teatro Universitario,festival,Q1489,Mexico City,1993-01-01T00:00:00Z,,
Q130101779,Q130101779,festival,Q96,Mexico,,,2021-01-01T00:00:00Z
Q29443339,Mexico City Pride,recurring event,Q1489,Mexico City,,,1979-01-01T00:00:00Z
Q26183454,Vive Latino 2015,festival occurrence,Q96,Mexico,,,
Q28224128,Melbourne International Games Week,recurring event,Q3141,Melbourne,,,2015-01-01T00:00:00Z
Q116541587,Wiki Loves Monuments in Mexico,recurring event,Q96,Mexico,,,
Q117134511,Q117134511,festival,Q96,Mexico,,,
Q19206998,Normandy Format,recurring event,Q2280,Minsk,,,2014-06-06T00:00:00Z
Q51647311,March of the Diversity,recurring event,Q1335,Montevideo,,,1992-01-01T00:00:00Z
Q26183450,Q26183450,festival occurrence,Q96,Mexico,2014-03-27T00:00:00Z,2014-03-30T00:00:00Z,
Q65241866,Q65241866,discothèque,Q96,Mexico,,,
Q131278398,Montreal Jazz Festival,festival,Q340,Montreal,,,
Q6811812,Melbourne International Jazz Festival,recurring event,Q3141,Melbourne,,,1998-01-01T00:00:00Z
Q5842504,Q5842504,festival,Q96,Mexico,,,
Q1161566,OTI Festival 1974,festival occurrence,Q96,Mexico,,,
Q3070337,Gnaoua World Music Festival,recurring event,Q1028,Morocco,,,1998-01-01T00:00:00Z
Q137424936,Q137424936,recurring event,Q1028,Morocco,,,2012-01-01T00:00:00Z
Q86732596,2013 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q20526705,Q20526705,festival,Q236,Montenegro,,,
Q85664014,Gnaoua World Music Festival 2018,festival occurrence,Q1028,Morocco,2018-06-21T00:00:00Z,2018-06-23T00:00:00Z,
Q17353817,2014 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q86733544,Q86733544,festival occurrence,Q235,Monaco,,,
Q86732949,Q86732949,festival occurrence,Q235,Monaco,,,
Q85635110,Gnaoua World Music Festival 1999,festival occurrence,Q1028,Morocco,1999-06-24T00:00:00Z,1999-06-27T00:00:00Z,
Q85662947,Gnaoua World Music Festival 2015,festival occurrence,Q1028,Morocco,2015-05-14T00:00:00Z,2015-05-17T00:00:00Z,
Q131294364,Marrakech Popular Arts Festival,festival,Q1028,Morocco,,,1969-01-01T00:00:00Z
Q124007611,Q124007611,festival,Q1028,Morocco,,,
Q110048786,Trg od ćirilice,festival,Q236,Montenegro,,,
Q132200576,Agtana Khureet Festival,recurring event,Q711,Mongolia,,,
Q85662053,Gnaoua World Music Festival 2011,festival occurrence,Q1028,Morocco,2011-06-23T00:00:00Z,2011-06-26T00:00:00Z,
Q85662524,Gnaoua World Music Festival 2013,festival occurrence,Q1028,Morocco,2013-06-20T00:00:00Z,2013-06-23T00:00:00Z,
Q86732975,Q86732975,festival occurrence,Q235,Monaco,,,
Q25349615,15th edition of Mawazine Festival,festival occurrence,Q1028,Morocco,2016-05-20T00:00:00Z,2016-05-28T00:00:00Z,
Q28495007,2015 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q111431254,Negev Forum,recurring event,Q1028,Morocco,,,2022-03-28T00:00:00Z
Q25110777,Anmugar Amadal N Zafran,festival,Q1028,Morocco,,,
Q86071953,Q86071953,festival occurrence,Q1028,Morocco,2009-05-15T00:00:00Z,2009-05-23T00:00:00Z,
Q28495014,2016 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q131283231,Roses Festival,festival,Q1028,Morocco,,,1962-01-01T00:00:00Z
Q137858464,Q137858464,festival,Q1028,Morocco,,,
Q86733601,Q86733601,festival occurrence,Q235,Monaco,,,
Q25383554,Population census of Morocco,recurring event,Q1028,Morocco,1960-01-01T00:00:00Z,,
Q3092861,Q3092861,festival,Q1028,Morocco,,,
Q97096981,Q97096981,party,Q1028,Morocco,,,
Q86071360,Q86071360,festival occurrence,Q1028,Morocco,2008-05-16T00:00:00Z,2008-05-24T00:00:00Z,
Q85636907,Gnaoua World Music Festival 2004,festival occurrence,Q1028,Morocco,2004-06-24T00:00:00Z,2004-06-27T00:00:00Z,
Q131278983,International Nomad Festival,festival,Q1028,Morocco,,,
Q86732525,2018 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q85662304,Gnaoua World Music Festival 2012,festival occurrence,Q1028,Morocco,2012-06-21T00:00:00Z,2012-06-24T00:00:00Z,
Q3045874,Mawazine,recurring event,Q1028,Morocco,,,2001-01-01T00:00:00Z
Q39074938,2017 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q135012389,Q135012389,festival,Q1028,Morocco,,,2021-01-01T00:00:00Z
Q125685100,Q125685100,party,Q1028,Morocco,,,
Q530944,Boulevard des Jeunes Musiciens,recurring event,Q1028,Morocco,,,1999-01-01T00:00:00Z
Q86733894,2007 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q85638771,Gnaoua World Music Festival 2008,festival occurrence,Q1028,Morocco,2008-06-26T00:00:00Z,2008-06-29T00:00:00Z,
Q85635672,Gnaoua World Music Festival 2001,festival occurrence,Q1028,Morocco,2001-06-14T00:00:00Z,2001-06-17T00:00:00Z,
Q12245982,Morocco Donkey Festival,festival,Q1028,Morocco,,,
Q85663667,Gnaoua World Music Festival 2019,festival occurrence,Q1028,Morocco,2019-06-20T00:00:00Z,2019-06-23T00:00:00Z,
Q131294508,Imilchil Marriage Festival,festival,Q1028,Morocco,,,
Q85631891,Gnaoua World Music Festival 2016,festival occurrence,Q1028,Morocco,2016-05-12T00:00:00Z,2016-05-15T00:00:00Z,
Q86733494,Q86733494,festival occurrence,Q235,Monaco,,,
Q94085101,Fez Festival of Amazigh Culture,festival,Q1028,Morocco,,,2005-01-01T00:00:00Z
Q86732553,2019 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q16034466,Q16034466,recurring event,Q1028,Morocco,,,2011-01-01T00:00:00Z
Q85635380,Gnaoua World Music Festival 2000,festival occurrence,Q1028,Morocco,2000-06-08T00:00:00Z,2000-06-11T00:00:00Z,
Q4865246,Montevizija,festival,Q236,Montenegro,,,
Q12245968,Q12245968,festival,Q1028,Morocco,,,
Q85636682,Gnaoua World Music Festival 2003,festival occurrence,Q1028,Morocco,2003-06-26T00:00:00Z,2003-06-29T00:00:00Z,
Q3092853,Imilchil Moussem,festival,Q1028,Morocco,,,
Q85631794,Gnaoua World Music Festival 2017,festival occurrence,Q1028,Morocco,2017-06-29T00:00:00Z,2017-07-01T00:00:00Z,
Q131279123,Marathon des Sables,festival,Q1028,Morocco,,,1986-01-01T00:00:00Z
Q85632056,Gnaoua World Music Festival 1998,festival occurrence,Q1028,Morocco,1998-06-05T00:00:00Z,1998-06-07T00:00:00Z,
Q16009834,2012 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q85638081,Gnaoua World Music Festival 2007,festival occurrence,Q1028,Morocco,2007-06-19T00:00:00Z,2007-06-23T00:00:00Z,
Q85635838,Gnaoua World Music Festival 2002,festival occurrence,Q1028,Morocco,2002-06-13T00:00:00Z,2002-06-15T00:00:00Z,
Q12245986,Q12245986,festival,Q1028,Morocco,,,
Q85637338,Gnaoua World Music Festival 2005,festival occurrence,Q1028,Morocco,2005-06-23T00:00:00Z,2005-06-26T00:00:00Z,
Q16009833,2011 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,,
Q85637507,Gnaoua World Music Festival 2006,festival occurrence,Q1028,Morocco,2006-06-22T00:00:00Z,2006-06-25T00:00:00Z,
Q721133,Naadam,festival,Q711,Mongolia,,,
Q86733665,Q86733665,festival occurrence,Q235,Monaco,,,
Q105062189,Q105062189,festival,Q1028,Morocco,,,
Q16934233,Monaco Yacht Show,recurring event,Q235,Monaco,1991-01-01T00:00:00Z,,1991-01-01T00:00:00Z
Q12745329,Q12745329,festival,Q236,Montenegro,,,1987-01-01T00:00:00Z
Q85662743,Gnaoua World Music Festival 2014,festival occurrence,Q1028,Morocco,2014-06-12T00:00:00Z,2014-06-15T00:00:00Z,
Q85638912,Gnaoua World Music Festival 2009,festival occurrence,Q1028,Morocco,2009-06-25T00:00:00Z,2009-06-28T00:00:00Z,
Q86732924,Q86732924,festival occurrence,Q235,Monaco,,,
Q1821804,Q1821804,festival,Q55,Netherlands,,,
Q124036381,Almost Naked party,party,Q649,Moscow,2023-12-20T00:00:00Z,2023-12-21T00:00:00Z,
Q2446781,Q2446781,discothèque,Q55,Netherlands,,,
Q113412235,Our Generation 2023,festival occurrence,Q649,Moscow,2023-03-01T00:00:00Z,2023-04-01T00:00:00Z,
Q452897,The European Fine Art Fair,recurring event,Q55,Netherlands,,,1988-01-01T00:00:00Z
Q7448003,Self-Transcendence 6 & 10 day,recurring event,Q60,New York City,1985-01-01T00:00:00Z,,1985-01-01T00:00:00Z
Q2082409,Scrooge Festival,festival,Q55,Netherlands,,,
Q1846767,Arnhem Mode Biënnale,recurring event,Q55,Netherlands,,,2005-01-01T00:00:00Z
Q2357769,Q2357769,recurring event,Q55,Netherlands,,,
Q2432190,Q2432190,recurring event,Q55,Netherlands,,,
Q2171993,The World Port Days,recurring event,Q55,Netherlands,,,1976-01-01T00:00:00Z
Q5958068,Hypericon,recurring event,Q23197,Nashville,,,2005-01-01T00:00:00Z
Q2302723,Q2302723,recurring event,Q55,Netherlands,,,
Q2256949,Parel van de Veluwe,recurring event,Q55,Netherlands,,,1985-01-01T00:00:00Z
Q1353202,Wiki Loves Monuments,recurring event,Q55,Netherlands,,,2010-01-01T00:00:00Z
Q113493162,May Contain Hackers 2022,recurring event,Q55,Netherlands,2022-07-22T00:00:00Z,2022-07-26T00:00:00Z,
Q2294184,Brunssum October Fests,party,Q55,Netherlands,,,
Q6703618,Lunacon,recurring event,Q60,New York City,,,1957-01-01T00:00:00Z
Q2395048,Q2395048,discothèque,Q55,Netherlands,,,
Q2203517,Q2203517,recurring event,Q55,Netherlands,,,2004-01-01T00:00:00Z
Q2120072,Eelde Flower Parade,recurring event,Q55,Netherlands,,,
Q2287773,Dutch Design Week,recurring event,Q55,Netherlands,2002-01-01T00:00:00Z,,
Q2211743,Q2211743,recurring event,Q55,Netherlands,,,2008-01-01T00:00:00Z
Q2255458,Week of the Landscape,recurring event,Q55,Netherlands,,,
Q2384646,Summer Carnival,party,Q55,Netherlands,,,1984-01-01T00:00:00Z
Q1873144,Q1873144,festival,Q55,Netherlands,,,
Q1863445,GLOW Festival Eindhoven,festival,Q55,Netherlands,,,
Q1113829,New York Fashion Week,recurring event,Q60,New York City,1943-01-01T00:00:00Z,,1943-01-01T00:00:00Z
Q1941791,Q1941791,recurring event,Q55,Netherlands,,,
Q2635715,6th World Festival of Youth and Students,festival occurrence,Q649,Moscow,,,
Q2359698,T-DOSE,recurring event,Q55,Netherlands,2006-12-02T00:00:00Z,,
Q124102031,International University Choral Festival,festival,Q60,New York City,,,
Q2181135,Festival of Fools,festival,Q55,Netherlands,,,1975-01-01T00:00:00Z
Q135010700,Two Rivers 2025,festival,Q649,Moscow,,,
Q2286836,Parade,festival,Q55,Netherlands,,,
Q1841668,Nacht van de Poëzie,recurring event,Q55,Netherlands,,,
Q1639632,Kwaku Summer Festival,festival,Q55,Netherlands,1975-01-01T00:00:00Z,,
Q112624232,Cabbagecon,recurring event,Q55,Netherlands,,,2010-01-01T00:00:00Z
Q2280523,Dordt in Stoom,recurring event,Q55,Netherlands,,,
Q2447862,Maand van de Geschiedenis,recurring event,Q55,Netherlands,,,
Q4842341,Bahamas International Film Festival,festival,Q2467,Nassau,,,
Q681814,Siege of Groningen,party,Q55,Netherlands,1672-07-09T00:00:00Z,1672-08-17T00:00:00Z,
Q2402586,Q2402586,festival,Q55,Netherlands,,,
Q2140539,Zundert Flower Parade,recurring event,Q55,Netherlands,,,
Q1835341,Q1835341,discothèque,Q55,Netherlands,,,
Q18624252,Free & Easy Festival,festival,Q1726,Munich,,,1995-01-01T00:00:00Z
Q4341154,Q4341154,festival,Q649,Moscow,,,
Q117336720,Youth Festival 2012,festival,Q987,New Delhi,,,2012-01-01T00:00:00Z
Q85802389,Southern Festival of Books,recurring event,Q23197,Nashville,,,
Q1862592,Q1862592,recurring event,Q55,Netherlands,,,
Q2228011,Eindhoven Ballooning,recurring event,Q55,Netherlands,,,
Q2350450,KunstRAI,recurring event,Q55,Netherlands,,,
Q2214547,Gergiev Festival,festival,Q55,Netherlands,,,1996-01-01T00:00:00Z
Q2018869,Q2018869,festival,Q55,Netherlands,,,1997-01-01T00:00:00Z
Q2345516,RoXY,discothèque,Q55,Netherlands,,,1987-08-01T00:00:00Z
Q2072705,The Hague Debutante Ball,recurring event,Q55,Netherlands,,,
Q1823260,Nationaal Songfestival 1958,festival occurrence,Q55,Netherlands,,,
Q2066411,Varend Corso Westland,recurring event,Q55,Netherlands,,,
Q2400066,Festival a/d Werf,festival,Q55,Netherlands,1986-01-01T00:00:00Z,2012-01-01T00:00:00Z,
Q2474089,Q2474089,recurring event,Q55,Netherlands,,,
Q135568353,Namibian Lesbian Festival 2022,festival,Q1030,Namibia,,,
Q2281885,Q2281885,party,Q55,Netherlands,,,
Q3552770,Utopiales,recurring event,Q12191,Nantes,,,2000-01-01T00:00:00Z
Q80949,April Fools' Day,recurring event,Q55,Netherlands,1564-01-01T00:00:00Z,,
Q2157248,Q2157248,recurring event,Q55,Netherlands,,,
Q121639672,Summer Streets,recurring event,Q60,New York City,,,2008-01-01T00:00:00Z
Q25390136,Q25390136,festival,Q649,Moscow,,,
Q1058102,International Tchaikovsky Competition,recurring event,Q649,Moscow,,,1958-01-01T00:00:00Z
Q616693,Ronde van Limburg,recurring event,Q55,Netherlands,,,1948-01-01T00:00:00Z
Q3119054,"World Science Festival, 2008",festival occurrence,Q60,New York City,2008-05-28T00:00:00Z,2008-06-01T00:00:00Z,
Q974167,Nationaal Songfestival 1983,festival occurrence,Q55,Netherlands,,,
Q24948797,Bihar Utsav,festival,Q987,New Delhi,,,
Q2463370,Q2463370,festival,Q55,Netherlands,,,
Q1516940,Prinsjesdag,recurring event,Q55,Netherlands,,,
Q2232965,Harley Day Breda,recurring event,Q55,Netherlands,,,
Q1911707,Amsterdam Fashion Week,recurring event,Q55,Netherlands,,,
Q2331130,Q2331130,festival,Q55,Netherlands,,,1989-01-01T00:00:00Z
Q2025394,Q2025394,recurring event,Q55,Netherlands,,,
Q2321840,Musica Sacra Maastricht,festival,Q55,Netherlands,,,1983-01-01T00:00:00Z
Q110246928,Festival of the Madonna of the Arch,festival,Q2634,Naples,,,1600-01-01T00:00:00Z
Q2260397,Q2260397,festival,Q55,Netherlands,,,
Q2212236,SAIL Amsterdam,recurring event,Q55,Netherlands,,,
Q2377119,Q2377119,festival,Q55,Netherlands,,,1986-01-01T00:00:00Z
Q2027203,Q2027203,recurring event,Q55,Netherlands,,,
Q2047885,TEDxAmsterdam,recurring event,Q55,Netherlands,,,
Q2016137,Tangomagia,recurring event,Q55,Netherlands,,,
Q133264775,Q133264775,festival,Q12191,Nantes,,,2013-01-01T00:00:00Z
Q111439846,Musicon,recurring event,Q23197,Nashville,,,1992-01-01T00:00:00Z
Q1951091,GOGBOT,festival,Q55,Netherlands,,,2003-01-01T00:00:00Z
Q2003348,Q2003348,recurring event,Q55,Netherlands,,,
Q2254487,Q2254487,recurring event,Q55,Netherlands,,,
Q2229455,Dutch Dance Days Festival,festival,Q55,Netherlands,,,
Q2104914,Veterans Day (Netherlands),recurring event,Q55,Netherlands,,,
Q2083465,Q2083465,recurring event,Q55,Netherlands,,,
Q2132045,Ronde van Midden-Nederland,recurring event,Q55,Netherlands,,,1948-01-01T00:00:00Z
Q1834547,Prinsengrachtconcert,recurring event,Q55,Netherlands,,,
Q258550,Cameretten,festival,Q55,Netherlands,,,
Q2004206,Kom in de Kas,recurring event,Q55,Netherlands,,,
Q2478389,Tong Tong Fair,festival,Q55,Netherlands,,,1959-01-01T00:00:00Z
Q1958531,National Mills Day,festival,Q55,Netherlands,,,
Q1519668,Grote Prijs Gerrie Knetemann,recurring event,Q55,Netherlands,,,2006-01-01T00:00:00Z
Q2237897,5th of may parade,recurring event,Q55,Netherlands,,,
Q2005256,Út Sneek,festival,Q55,Netherlands,,,
Q2135223,actus,ceremony,Q55,Netherlands,,,
Q137776825,New York Herald Tribune Youth Forum,recurring event,Q60,New York City,1947-01-01T00:00:00Z,1972-01-01T00:00:00Z,
Q2038681,Q2038681,recurring event,Q55,Netherlands,,,1984-01-01T00:00:00Z
Q2225726,Nationale Voorleesdagen,recurring event,Q55,Netherlands,,,
Q111442303,Metrocon,recurring event,Q60,New York City,,,1954-01-01T00:00:00Z
Q111439782,Xanadu,recurring event,Q23197,Nashville,,,1983-01-01T00:00:00Z
Q2193635,Q2193635,festival,Q55,Netherlands,,,1966-01-01T00:00:00Z
Q60747577,Agera,festival,Q1156,Mumbai,,,
Q113707971,Munich Isar proof,party,Q1726,Munich,,,2008-01-01T00:00:00Z
Q100700975,White Ravens,festival,Q1726,Munich,,,1986-01-01T00:00:00Z
Q1966423,Springdance,festival,Q55,Netherlands,,,
Q97181261,Q97181261,recurring event,Q12191,Nantes,,,2006-01-01T00:00:00Z
Q136148747,Absurde Séance Nantes International Film Festival,recurring event,Q12191,Nantes,,,2009-01-01T00:00:00Z
Q2062414,Zuidenveldfeest,recurring event,Q55,Netherlands,,,
Q2095889,Pinksterlanddagen,recurring event,Q55,Netherlands,,,
Q2201305,Stripdagen Haarlem,festival,Q55,Netherlands,,,1992-01-01T00:00:00Z
Q2353364,Brabant Day,festival,Q55,Netherlands,,,
Q1959870,Havana,discothèque,Q55,Netherlands,,,
Q2102242,Q2102242,recurring event,Q55,Netherlands,,,
Q739459,Nationaal Songfestival 1977,festival occurrence,Q55,Netherlands,,,
Q112615487,Apricon,recurring event,Q60,New York City,,,1978-01-01T00:00:00Z
Q617378,Worldcon,recurring event,Q55,Netherlands,,,1939-01-01T00:00:00Z
Q1898881,Q1898881,festival,Q55,Netherlands,,,
Q3445725,Roxy NYC,discothèque,Q60,New York City,,,1978-01-01T00:00:00Z
Q2236815,Q2236815,recurring event,Q55,Netherlands,,,
Q2240130,KunstTour,festival,Q55,Netherlands,,,
Q1328416,Elf Fantasy Fair,festival,Q55,Netherlands,,,2001-01-01T00:00:00Z
Q2440929,Oud Limburgs Schuttersfeest,festival,Q55,Netherlands,1876-01-01T00:00:00Z,,
Q2133760,Q2133760,recurring event,Q55,Netherlands,,,
Q113403407,Q113403407,festival,Q649,Moscow,,,1993-01-01T00:00:00Z
Q1960414,Q1960414,festival,Q55,Netherlands,,,
Q333016,King's Day,recurring event,Q55,Netherlands,1885-01-01T00:00:00Z,,
Q112659899,CozyCon,recurring event,Q55,Netherlands,,,1995-01-01T00:00:00Z
Q1971813,Q1971813,festival,Q55,Netherlands,,,
Q2217867,De Inktaap,recurring event,Q55,Netherlands,2002-01-01T00:00:00Z,,2002-01-01T00:00:00Z
Q2207483,Poelifinario,recurring event,Q55,Netherlands,2003-01-01T00:00:00Z,,2003-01-01T00:00:00Z
Q1855632,Q1855632,recurring event,Q55,Netherlands,,,
Q1924646,Q1924646,recurring event,Q55,Netherlands,,,
Q948858,Cannabis Cup,festival,Q55,Netherlands,,,1988-01-01T00:00:00Z
Q1842272,Drentse Fiets 4daagse,recurring event,Q55,Netherlands,,,
Q2304571,Q2304571,festival,Q55,Netherlands,,,
Q135659074,What Hackers Yearn 2025,recurring event,Q55,Netherlands,2025-08-08T00:00:00Z,2025-08-12T00:00:00Z,
Q112632021,Hillcon,recurring event,Q55,Netherlands,,,1981-01-01T00:00:00Z
Q2168110,Q2168110,recurring event,Q55,Netherlands,,,2008-01-01T00:00:00Z
Q129636581,Moscow-2030,festival,Q649,Moscow,2024-08-01T00:00:00Z,2024-09-08T00:00:00Z,
Q1851942,Parkpop,recurring event,Q55,Netherlands,,,1981-01-01T00:00:00Z
Q35567390,Walhalla,discothèque,Q55,Netherlands,,,
Q17144006,Puck Fair,festival,Q55,Netherlands,,,
Q13135713,Q13135713,recurring event,Q55,Netherlands,,,1980-01-01T00:00:00Z
Q25616583,Q25616583,recurring event,Q55,Netherlands,,,2000-01-01T00:00:00Z
Q13510235,Dada-tournee,recurring event,Q55,Netherlands,,,1923-01-10T00:00:00Z
Q54860003,Q54860003,festival,Q55,Netherlands,,,2013-01-01T00:00:00Z
Q2755211,Kaagweek,festival,Q55,Netherlands,,,
Q4748745,Oerol Festival,festival,Q55,Netherlands,,2017-06-18T00:00:00Z,1981-01-01T00:00:00Z
Q2903951,Q2903951,recurring event,Q55,Netherlands,,,
Q2683762,Parkzicht,discothèque,Q55,Netherlands,,,
Q2589993,Q2589993,recurring event,Q55,Netherlands,,,1991-01-01T00:00:00Z
Q2737425,Q2737425,recurring event,Q55,Netherlands,,,
Q56305320,Psy-Fi,recurring event,Q55,Netherlands,,,2013-01-01T00:00:00Z
Q15885631,Nationaal Songfestival 1994,festival occurrence,Q55,Netherlands,,,
Q17148787,SMOFcon,recurring event,Q55,Netherlands,,,1984-01-01T00:00:00Z
Q3943627,Fruitcorso Tiel,recurring event,Q55,Netherlands,,,
Q54413794,Q54413794,discothèque,Q55,Netherlands,,,
Q13636589,Q13636589,recurring event,Q55,Netherlands,,,
Q2520077,New Years Eve,recurring event,Q55,Netherlands,,,2005-01-01T00:00:00Z
Q15885632,Nationaal Songfestival 1999,festival occurrence,Q55,Netherlands,,,
Q20979129,Q20979129,festival,Q55,Netherlands,,,
Q6053673,International Student Congress of Medical Sciences,recurring event,Q55,Netherlands,1992-01-01T00:00:00Z,,1992-01-01T00:00:00Z
Q15879662,Nationaal Songfestival 1990,festival occurrence,Q55,Netherlands,,,
Q15879663,Nationaal Songfestival 1992,festival occurrence,Q55,Netherlands,,,
Q3079557,Q3079557,festival,Q55,Netherlands,,,
Q15879660,Nationaal Songfestival 1988,festival occurrence,Q55,Netherlands,,,
Q15879666,Nationaal Songfestival 1996,festival occurrence,Q55,Netherlands,,,
Q2652986,Q2652986,recurring event,Q55,Netherlands,,,
Q4900107,Dag van de Bouw,recurring event,Q55,Netherlands,2006-06-03T00:00:00Z,,
Q3952132,Truckstar Festival,festival,Q55,Netherlands,,,
Q2629346,DOK,discothèque,Q55,Netherlands,,,
Q3213984,Q3213984,festival,Q55,Netherlands,,,
Q3105189,Nach van 't Limburgse Leed,festival,Q55,Netherlands,,,
Q14646155,Nationaal Songfestival 1975,festival occurrence,Q55,Netherlands,,,
Q13441005,Bob's Party Palace,discothèque,Q55,Netherlands,,,
Q2965050,Het Tuinfeest,recurring event,Q55,Netherlands,,,
Q2602804,Q2602804,festival,Q55,Netherlands,,,
Q54859994,Q54859994,festival,Q55,Netherlands,,,
Q2491204,Gouda bij Kaarslicht,festival,Q55,Netherlands,,,
Q27349622,Historic Festival Almelo,festival,Q55,Netherlands,,,
Q2609042,Q2609042,recurring event,Q55,Netherlands,,,
Q54859993,Q54859993,festival,Q55,Netherlands,,,
Q5138389,Q5138389,recurring event,Q55,Netherlands,,,
Q13748986,Q13748986,recurring event,Q55,Netherlands,,,
Q54859998,Q54859998,festival,Q55,Netherlands,,,
Q14646160,Nationaal Songfestival 1976,festival occurrence,Q55,Netherlands,,,
Q54859999,Q54859999,festival,Q55,Netherlands,,,
Q2783065,Q2783065,recurring event,Q55,Netherlands,,,
Q54859996,Q54859996,festival,Q55,Netherlands,,,
Q14646166,Nationaal Songfestival 1978,festival occurrence,Q55,Netherlands,,,
Q4560967,Q4560967,recurring event,Q55,Netherlands,,,
Q54859997,Q54859997,festival,Q55,Netherlands,,,
Q2536138,Q2536138,recurring event,Q55,Netherlands,,,
Q26156861,Amsterdam Light Festival,festival,Q55,Netherlands,,,2011-01-01T00:00:00Z
Q54860000,Q54860000,festival,Q55,Netherlands,,,
Q2501496,Nationaal Songfestival 2010,festival occurrence,Q55,Netherlands,,,
Q54860001,Q54860001,festival,Q55,Netherlands,,,
Q2697905,Friese Ballonfeesten,recurring event,Q55,Netherlands,,,
Q4957624,Q4957624,recurring event,Q55,Netherlands,,,
Q54860004,Q54860004,festival,Q55,Netherlands,,,
Q2689161,Q2689161,recurring event,Q55,Netherlands,,,
Q2801443,Open Dagen Luchtmacht,recurring event,Q55,Netherlands,,,
