festival_wikidata_id,festival_name,festival_type,destination_wikidata_id,destination_name,start_date,end_date,inception
Q60969574,Kënga Magjike 2017,festival occurrence,Q222,Albania,2017-12-06T00:00:00Z,2017-12-09T00:00:00Z,
Q97244429,Q97244429,festival occurrence,Q222,Albania,,,
Q97244433,Q97244433,festival occurrence,Q222,Albania,,,
Q71435666,Kënga Magjike 2019,festival occurrence,Q222,Albania,,,
Q2319714,Abu Dhabi Motor Show,recurring event,Q1519,Abu Dhabi,,,
Q97244438,Q97244438,festival occurrence,Q222,Albania,,,
Q135526378,Q135526378,party,Q727,Amsterdam,,,
Q97244436,Q97244436,festival occurrence,Q222,Albania,,,
Q7600800,Star Mega Jam,festival,Q3787,Abuja,2001-01-01T00:00:00Z,2010-01-01T00:00:00Z,
Q97244441,Q97244441,festival occurrence,Q222,Albania,,,
Q97244447,Q97244447,festival occurrence,Q222,Albania,,,
Q38236899,Mozilla Festival,festival,Q727,Amsterdam,,,2013-01-01T00:00:00Z
Q60969892,Kënga Magjike 2018,festival occurrence,Q222,Albania,2018-12-05T00:00:00Z,2018-12-08T00:00:00Z,
Q97244445,Q97244445,festival occurrence,Q222,Albania,,,
Q56309543,Q56309543,festival,Q262,Algeria,,,2004-01-01T00:00:00Z
Q45859817,Q45859817,festival,Q262,Algeria,,,
Q97244451,Q97244451,festival occurrence,Q222,Albania,,,
Q97244454,Q97244454,festival occurrence,Q222,Albania,,,
Q4666934,Aberdeen International Youth Festival,festival,Q36405,Aberdeen,,,
Q3358839,Royal National Mod,festival,Q36405,Aberdeen,,,1892-01-01T00:00:00Z
Q97244459,Q97244459,festival occurrence,Q222,Albania,,,
Q97244456,Q97244456,festival occurrence,Q222,Albania,,,
Q28134942,OzAsia Festival,recurring event,Q5112,Adelaide,,,2007-01-01T00:00:00Z
Q97244462,Q97244462,festival occurrence,Q222,Albania,,,
Q136889156,Q136889156,festival,Q262,Algeria,2025-11-13T00:00:00Z,2025-11-18T00:00:00Z,2025-01-01T00:00:00Z
Q135528807,Q135528807,party,Q727,Amsterdam,,,
Q97244465,Q97244465,festival occurrence,Q222,Albania,,,
Q2181135,Festival of Fools,festival,Q727,Amsterdam,,,1975-01-01T00:00:00Z
Q97244468,Q97244468,festival occurrence,Q222,Albania,,,
Q110113406,Q110113406,festival occurrence,Q222,Albania,,,
Q61750432,Q61750432,festival,Q727,Amsterdam,,,1998-01-01T00:00:00Z
Q110113407,Q110113407,festival occurrence,Q222,Albania,,,
Q97244472,Q97244472,festival occurrence,Q222,Albania,,,
Q23925671,Comiciade,recurring event,Q1017,Aachen,,,2014-01-01T00:00:00Z
Q12222274,Ashura in Algeria,festival,Q262,Algeria,,,
Q2207483,Poelifinario,recurring event,Q727,Amsterdam,2003-01-01T00:00:00Z,,2003-01-01T00:00:00Z
Q4982316,Bubonicon,recurring event,Q34804,Albuquerque,,,1969-01-01T00:00:00Z
Q105741210,Wiki Loves Monuments in Albania & Kosovo,recurring event,Q222,Albania,,,
Q139324332,Albanian Diaspora Summit,recurring event,Q222,Albania,,,2016-11-18T00:00:00Z
Q138634599,Q138634599,festival,Q1515,Abidjan,,,2008-01-01T00:00:00Z
Q16146537,15th World Festival of Youth and Students,festival occurrence,Q262,Algeria,,,
Q1424859,Q1424859,party,Q87,Alexandria,,-0209-01-01T00:00:00Z,-0281-01-01T00:00:00Z
Q136772326,Q136772326,festival,Q262,Algeria,,,
Q136379143,Q136379143,festival,Q1515,Abidjan,,,2025-04-20T00:00:00Z
Q60852069,Q60852069,festival,Q35493,Almaty,,,
Q112612933,Advention,recurring event,Q5112,Adelaide,,,1972-01-01T00:00:00Z
Q98608942,Q98608942,recurring event,Q262,Algeria,,,
Q23014326,Kënga Magjike 2015,festival occurrence,Q222,Albania,,,
Q1795594,Kënga Magjike,recurring event,Q222,Albania,,,1999-01-01T00:00:00Z
Q4708969,Albacon,recurring event,Q24861,Albany,,,1996-01-01T00:00:00Z
Q79048068,Tirana Book Fair,recurring event,Q222,Albania,,,1998-01-01T00:00:00Z
Q20561724,Kult Awards,recurring event,Q222,Albania,,,2005-01-01T00:00:00Z
Q3070849,Q3070849,festival,Q3561,Algiers,,,
Q3070849,Q3070849,festival,Q262,Algeria,,,
Q16849154,International Festival of Comics,recurring event,Q262,Algeria,,,
Q135222556,Q135222556,party,Q727,Amsterdam,,,
Q135222557,Q135222557,party,Q727,Amsterdam,,,
Q56299731,Kënga Magjike 2016,festival occurrence,Q222,Albania,,,
Q304607,Gjirokastër National Folklore Festival,festival,Q222,Albania,,,
Q97244423,Q97244423,festival occurrence,Q222,Albania,,,
Q97244420,Q97244420,festival occurrence,Q222,Albania,,,
Q948858,Cannabis Cup,festival,Q727,Amsterdam,,,1988-01-01T00:00:00Z
Q97244426,Q97244426,festival occurrence,Q222,Albania,,,
Q1855632,Q1855632,recurring event,Q727,Amsterdam,,,
Q11983109,Danish National Exhibition of 1909,festival occurrence,Q25319,Aarhus,,,
Q116767093,Spectra Festival of Light,festival,Q36405,Aberdeen,,,
Q97244431,Q97244431,festival occurrence,Q222,Albania,,,
Q26156861,Amsterdam Light Festival,festival,Q727,Amsterdam,,,2011-01-01T00:00:00Z
Q54859997,Q54859997,festival,Q727,Amsterdam,,,
Q138036118,"Jouvert Morning, Aruba",festival,Q21203,Aruba,,,
Q138323197,"Grand Carnival Parade, San Nicolas",festival,Q21203,Aruba,,,
Q138321756,"Lightning parade, San Nicolas Aruba",festival,Q21203,Aruba,,,
Q127335869,Buenos Aires Celebra País Vasco 2021,festival occurrence,Q414,Argentina,,,
Q16567706,Q16567706,party,Q414,Argentina,,,
Q25227199,Ultra Buenos Aires,recurring event,Q414,Argentina,,,
Q6343966,Q6343966,festival occurrence,Q414,Argentina,2003-10-10T00:00:00Z,2003-10-26T00:00:00Z,
Q60825251,Q60825251,festival occurrence,Q414,Argentina,,,
Q125273932,Q125273932,festival,Q414,Argentina,2024-04-06T00:00:00Z,2024-04-07T00:00:00Z,
Q30901805,Q30901805,festival occurrence,Q414,Argentina,,,
Q108464937,Tempo Dance Festival,festival,Q37100,Auckland,,,2003-01-01T00:00:00Z
Q131927862,Q131927862,recurring event,Q414,Argentina,,,
Q115505283,Bear festivities in the Pyrenees,festival,Q228,Andorra,,,
Q130243963,Feira Filda,recurring event,Q916,Angola,,,1969-12-06T00:00:00Z
Q16567712,Q16567712,party,Q414,Argentina,,,
Q3690905,Copa de Competencia (LAF),recurring event,Q414,Argentina,,,1932-01-01T00:00:00Z
Q84045610,Cosquín Rock 2020,festival occurrence,Q414,Argentina,2020-02-08T00:00:00Z,2020-02-09T00:00:00Z,
Q17492841,Summer of Antwerp,festival,Q12892,Antwerp,,,1995-01-01T00:00:00Z
Q16491950,National Day of Tango,recurring event,Q414,Argentina,,,1977-01-01T00:00:00Z
Q5787759,Copa General Pedro Ramírez,recurring event,Q414,Argentina,,,1943-01-01T00:00:00Z
Q3690900,Copa de Competencia (AAmF),recurring event,Q414,Argentina,,,1920-01-01T00:00:00Z
Q5861643,Q5861643,party,Q414,Argentina,,,
Q19799894,census in Argentina,recurring event,Q414,Argentina,,,
Q24057155,Pepsi Music 2013,festival occurrence,Q414,Argentina,,,
Q127328811,Buenos Aires Celebra País Vasco,festival,Q414,Argentina,,,2011-01-01T00:00:00Z
Q17632222,Q17632222,festival,Q414,Argentina,,,
Q16567727,Q16567727,party,Q414,Argentina,,,
Q7565949,South American Business Forum,recurring event,Q414,Argentina,2004-01-01T00:00:00Z,,2005-01-01T00:00:00Z
Q5861641,Q5861641,party,Q414,Argentina,,,
Q116073192,Q116073192,recurring event,Q414,Argentina,,,1996-01-01T00:00:00Z
Q5861647,Q5861647,party,Q414,Argentina,,,
Q76763282,2019 Argentina presidential debates,recurring event,Q414,Argentina,,,
Q5861644,Q5861644,party,Q414,Argentina,,,
Q81314097,Cascanueces,discothèque,Q414,Argentina,,,1993-01-01T00:00:00Z
Q5861648,Q5861648,party,Q414,Argentina,,,
Q4985521,Buenos Aires Fashion Week,recurring event,Q414,Argentina,2001-01-01T00:00:00Z,,2001-01-01T00:00:00Z
Q139807837,Madrid Economic Forum,recurring event,Q228,Andorra,,,
Q11219610,Q11219610,festival occurrence,Q414,Argentina,2008-03-30T00:00:00Z,2008-04-06T00:00:00Z,
Q96622031,Wiki Loves Folklore,recurring event,Q414,Argentina,,,
Q97461264,Copa Confraternidad Iberoamericana,recurring event,Q414,Argentina,1964-01-01T00:00:00Z,1965-01-01T00:00:00Z,1964-01-01T00:00:00Z
Q5996078,Marchas de la Resistencia,recurring event,Q414,Argentina,2015-12-10T00:00:00Z,2006-01-26T00:00:00Z,
Q121301318,New Year in Armenia,party,Q399,Armenia,,,
Q5861653,Q5861653,party,Q414,Argentina,,,
Q1130500,Tie Cup,recurring event,Q414,Argentina,,,1900-01-01T00:00:00Z
Q134316570,Printopia,festival,Q37100,Auckland,,,
Q5861658,Q5861658,party,Q414,Argentina,,,
Q5861659,Q5861659,party,Q414,Argentina,,,
Q6343954,Pepsi Music 2006,festival occurrence,Q414,Argentina,,,
Q22082577,Copa Mariano Reyna,recurring event,Q414,Argentina,,,1912-01-01T00:00:00Z
Q24057022,Pepsi Music 2011,festival occurrence,Q414,Argentina,,,
Q6343952,Pepsi Music 2005,festival occurrence,Q414,Argentina,,,
Q116789745,Q116789745,recurring event,Q3415,Ancona,,,
Q127329161,Buenos Aires Celebra País Vasco 2011,festival occurrence,Q414,Argentina,,,
Q6343959,Pepsi Music 2009,festival occurrence,Q414,Argentina,,,
Q127329167,Buenos Aires Celebra País Vasco 2012,festival occurrence,Q414,Argentina,,,
Q104905075,Q104905075,festival,Q2749,Augsburg,,,2003-01-01T00:00:00Z
Q127329467,Buenos Aires Celebra País Vasco 2017,festival occurrence,Q414,Argentina,,,
Q6343956,Pepsi Music 2007,festival occurrence,Q414,Argentina,,,
Q6343973,Q6343973,festival occurrence,Q414,Argentina,2011-05-19T00:00:00Z,2011-05-22T00:00:00Z,
Q20313154,Atlanta Fantasy Fair,recurring event,Q23556,Atlanta,,,1975-01-01T00:00:00Z
Q19413530,Ushuaia Loppet,recurring event,Q414,Argentina,,,1986-01-01T00:00:00Z
Q6343957,Pepsi Music 2008,festival occurrence,Q414,Argentina,,,
Q112615789,ASFiCon,recurring event,Q23556,Atlanta,,,1980-01-01T00:00:00Z
Q7170506,Personal Fest,recurring event,Q414,Argentina,,,2004-01-01T00:00:00Z
Q96392358,Rosario-Santa Fe,recurring event,Q414,Argentina,,,1925-01-01T00:00:00Z
Q13052112,Agra Hadig,ceremony,Q399,Armenia,,,
Q6343960,Pepsi Music 2010,festival occurrence,Q414,Argentina,,,
Q5058966,Census in Armenia,recurring event,Q399,Armenia,1926-01-01T00:00:00Z,,
Q130378826,Q130378826,festival,Q414,Argentina,,,2011-01-01T00:00:00Z
Q138662629,Q138662629,recurring event,Q414,Argentina,,,1982-01-01T00:00:00Z
Q6343964,Pepsi Music 2012,festival occurrence,Q414,Argentina,,,
Q125599959,Buenos Aires Trap,festival,Q414,Argentina,,,2018-01-01T00:00:00Z
Q95952095,Q95952095,festival,Q1524,Athens,,,
Q56319324,Cosquín Rock 2019,festival occurrence,Q414,Argentina,,,
Q5787592,Copa de Competencia Británica,recurring event,Q414,Argentina,,,1944-01-01T00:00:00Z
Q135233603,Argentine Figure Skating Championships,recurring event,Q414,Argentina,,,
Q127329181,Buenos Aires Celebra País Vasco 2014,festival occurrence,Q414,Argentina,,,
Q127333532,Buenos Aires Celebra País Vasco 2019,festival occurrence,Q414,Argentina,,,
Q20807227,Copa de Competencia La Nación,recurring event,Q414,Argentina,,,1913-01-01T00:00:00Z
Q111699566,Q111699566,recurring event,Q399,Armenia,,,
Q24936736,Q24936736,festival occurrence,Q414,Argentina,,,
Q132291574,Collaborative photo shoots:Carnabarriales,recurring event,Q414,Argentina,,,2018-01-01T00:00:00Z
Q23816023,Q23816023,party,Q414,Argentina,,,
Q20516212,Q20516212,festival,Q399,Armenia,,,1979-01-01T00:00:00Z
Q4653945,ART ATHINA,festival,Q1524,Athens,,,1993-01-01T00:00:00Z
Q1993348,OTI Festival 1980,festival occurrence,Q414,Argentina,,,
Q609550,Copa Beccar Varela,recurring event,Q414,Argentina,,,1932-01-01T00:00:00Z
Q127329193,Buenos Aires Celebra País Vasco 2015,festival occurrence,Q414,Argentina,,,
Q16493167,Q16493167,festival,Q414,Argentina,,,
Q138172086,European Industry Summit,recurring event,Q12892,Antwerp,,,
Q5168211,Copa Premier Honor Argentino,recurring event,Q414,Argentina,,,1908-01-01T00:00:00Z
Q1836480,Copa de Honor Municipalidad de Buenos Aires,recurring event,Q414,Argentina,,,1905-01-01T00:00:00Z
Q21605520,Fiesta de la Navidad en Capioví,party,Q414,Argentina,,,
Q5861655,National Rice Festival,party,Q414,Argentina,,,
Q127331152,Buenos Aires Celebra País Vasco 2018,festival occurrence,Q414,Argentina,,,
Q20011195,Plisskën Festival,festival,Q1524,Athens,,,2010-01-01T00:00:00Z
Q130282561,Address to the Nation of the President of Kazakhstan,recurring event,Q1520,Astana,,,
Q97203702,Q97203702,festival,Q399,Armenia,,,2020-01-01T00:00:00Z
Q123273146,República de Cromañón,discothèque,Q414,Argentina,,,2004-04-12T00:00:00Z
Q21451634,Festival MASTAI,festival,Q414,Argentina,,,
Q21059662,"Argentina presidential election debates, 2015",recurring event,Q414,Argentina,,,
Q83649221,Festival Internacional de Pallasses,festival,Q228,Andorra,,,2001-01-01T00:00:00Z
Q127337171,Buenos Aires Celebra País Vasco 2023,festival occurrence,Q414,Argentina,,,
Q105667084,Q105667084,party,Q228,Andorra,,,
Q5861664,Q5861664,festival,Q414,Argentina,,,
Q125082473,Q125082473,party,Q228,Andorra,,,
Q125257928,Wikiherramientas,recurring event,Q414,Argentina,2022-04-26T00:00:00Z,,
Q7142119,Pasifika Festival,festival,Q37100,Auckland,,,
Q16272148,Areni wine festival,festival,Q399,Armenia,,,2009-01-01T00:00:00Z
Q5938034,Leyendas,recurring event,Q414,Argentina,1999-01-01T00:00:00Z,,1999-01-01T00:00:00Z
Q6343968,Q6343968,festival occurrence,Q414,Argentina,2004-10-01T00:00:00Z,2004-10-22T00:00:00Z,
Q136756111,Argentine Biological Anthropology Conference,recurring event,Q414,Argentina,,,
Q109484558,Wiki Loves Monuments in Armenia,recurring event,Q399,Armenia,,,
Q116766836,ArmCon,recurring event,Q399,Armenia,,,2008-01-01T00:00:00Z
Q1799109,La Rural Exhibition Argentina,recurring event,Q414,Argentina,,,1875-01-01T00:00:00Z
Q127329387,Buenos Aires Celebra País Vasco 2016,festival occurrence,Q414,Argentina,,,
Q127334784,Buenos Aires Celebra País Vasco 2020,festival occurrence,Q414,Argentina,,,
Q130148869,Q130148869,recurring event,Q414,Argentina,,,2012-01-01T00:00:00Z
Q106034463,Ball de l'ossa of Encamp,party,Q228,Andorra,,,
Q1133236,FLISOL,recurring event,Q414,Argentina,,,
Q5861736,Q5861736,party,Q414,Argentina,,,
Q22131888,Q22131888,festival,Q414,Argentina,,,
Q6343971,Q6343971,festival occurrence,Q414,Argentina,,,
Q105637553,Q105637553,party,Q228,Andorra,,,
Q53426517,5th birthday of Wikimedia Armenia,party,Q399,Armenia,,,
Q1001834,Buenos Aires Jazz Festival,festival,Q414,Argentina,,,2002-01-01T00:00:00Z
Q6343969,Q6343969,festival occurrence,Q414,Argentina,,,
Q86683394,Q86683394,festival occurrence,Q38380,Angers,,,
Q100740692,National Day for the Right to Identity,recurring event,Q414,Argentina,,,2004-01-01T00:00:00Z
Q16567719,Fiesta NACIONAL DEL DURAZNO.,party,Q414,Argentina,,,1966-01-01T00:00:00Z
Q4816156,Atlanta Streets Alive,recurring event,Q23556,Atlanta,,,
Q136502780,Q136502780,festival,Q414,Argentina,,,
Q48782022,Cosquín Rock 2018,festival occurrence,Q414,Argentina,,,
Q11212654,Q11212654,festival occurrence,Q414,Argentina,2009-03-24T00:00:00Z,2009-04-05T00:00:00Z,
Q5305076,Dragon Con,recurring event,Q23556,Atlanta,,,1987-01-01T00:00:00Z
Q4071451,Kha b'Nissan,party,Q399,Armenia,,,
Q15873418,Q15873418,recurring event,Q12892,Antwerp,,,
Q133444005,Dolma Festival in Armenia 2015,festival occurrence,Q399,Armenia,,,
Q65225643,Yerevan Wine Days,festival,Q399,Armenia,,,
Q6276334,JordanCon,recurring event,Q23556,Atlanta,,,2009-01-01T00:00:00Z
Q5445726,Festival Nacional del Cabrito,festival,Q414,Argentina,,,1973-01-01T00:00:00Z
Q127336311,Buenos Aires Celebra País Vasco 2022,festival occurrence,Q414,Argentina,,,
Q111363084,Wiki Loves Monuments in Aruba,recurring event,Q21203,Aruba,,,
Q21044497,Summer solstice fire festivals in the Pyrenees,party,Q228,Andorra,,,
Q6897370,MomoCon,recurring event,Q23556,Atlanta,,,2005-01-01T00:00:00Z
Q17631763,Torneo Internacional Nocturno Rioplatense,recurring event,Q414,Argentina,,,1936-01-01T00:00:00Z
Q1129940,Copa Aldao,recurring event,Q414,Argentina,,,1913-01-01T00:00:00Z
Q11922153,Q11922153,party,Q228,Andorra,,,
Q121262925,Celebration of Musa Ler,party,Q399,Armenia,,,
Q54423554,Q54423554,festival,Q40,Austria,,,
Q1241933,Donnerstagsdemonstrationen,recurring event,Q40,Austria,,,2000-01-01T00:00:00Z
Q124808386,South by Southwest 1992,festival occurrence,Q16559,Austin,,,
Q124808387,South by Southwest 1993,festival occurrence,Q16559,Austin,,,
Q124808384,South by Southwest 1990,festival occurrence,Q16559,Austin,,,
Q124808385,South by Southwest 1991,festival occurrence,Q16559,Austin,,,
Q124808390,South by Southwest 1996,festival occurrence,Q16559,Austin,,,
Q4852748,Balticon,recurring event,Q5092,Baltimore,,,1966-01-01T00:00:00Z
Q111966898,"ACT Performance Art Festival 2017, Bern",festival,Q78,Basel,,,
Q124808391,South by Southwest 1997,festival occurrence,Q16559,Austin,,,
Q47118668,Musikprotokoll,festival,Q40,Austria,,,1968-01-01T00:00:00Z
Q124808388,South by Southwest 1994,festival occurrence,Q16559,Austin,,,
Q4792537,ArmadilloCon,recurring event,Q16559,Austin,,,1979-01-01T00:00:00Z
Q124808389,South by Southwest 1995,festival occurrence,Q16559,Austin,,,
Q1479808,Q1479808,recurring event,Q40,Austria,,,
Q2585452,Wir sind Wien.Festival der Bezirke,festival,Q40,Austria,,,
Q59617928,Bludenzer Tage zeitgemäßer Musik,festival,Q40,Austria,,,1988-01-01T00:00:00Z
Q111966451,"ACT Performance Art Festival 2021, Basel",festival,Q78,Basel,,,
Q124808394,South by Southwest 1999,festival occurrence,Q16559,Austin,,,
Q4852886,Baltimore Marathon,recurring event,Q5092,Baltimore,,,2001-01-01T00:00:00Z
Q103967891,"Festival ""80 Tage Wien""",festival,Q40,Austria,1995-08-25T00:00:00Z,1995-11-12T00:00:00Z,
Q1288474,Flex,discothèque,Q40,Austria,,,
Q124808395,South by Southwest 2000,festival occurrence,Q16559,Austin,,,
Q124808393,South by Southwest 1998,festival occurrence,Q16559,Austin,,,
Q124808398,South by Southwest 2003,festival occurrence,Q16559,Austin,,,
Q1328626,Yaldā,festival,Q227,Azerbaijan,,,
Q124808396,South by Southwest 2001,festival occurrence,Q16559,Austin,,,
Q112616037,Australian National Doctor Who Convention,recurring event,Q408,Australia,,,1984-01-01T00:00:00Z
Q136432182,International Carpet Festival,festival,Q9248,Baku,,,
Q124808397,South by Southwest 2002,festival occurrence,Q16559,Austin,,,
Q114382969,Q114382969,festival,Q40,Austria,,,
Q20102416,080 Barcelona Fashion,recurring event,Q1492,Barcelona,,,2007-07-01T00:00:00Z
Q118781114,Interferencia,festival,Q1492,Barcelona,,,
Q694891,Bregenzer Festspiele,recurring event,Q40,Austria,,,
Q85625819,Winter Meeting of the OSCE Parliamentary Assembly,recurring event,Q40,Austria,,,2002-01-01T00:00:00Z
Q123397414,Q123397414,discothèque,Q40,Austria,,,
Q33127652,Poolbar Festival,festival,Q40,Austria,,,1994-01-01T00:00:00Z
Q111966913,"ACT Performance Art Festival 2012, Basel and Bern",festival,Q78,Basel,,,
Q111965428,"ACT Performance Art Festival 2019, Basel",festival,Q78,Basel,,,2003-01-01T00:00:00Z
Q63143963,Afrika Festival Nürnberg,festival,Q40,Austria,,,
Q104814344,Festival La Gacilly-Baden Photo,festival,Q40,Austria,,,2018-01-01T00:00:00Z
Q126455382,Q126455382,recurring event,Q3519,Bari,,,
Q135041629,Baku Piano Festival 2025,festival occurrence,Q9248,Baku,2025-06-14T00:00:00Z,2025-06-28T00:00:00Z,
Q107972146,Q107972146,festival,Q1492,Barcelona,,,
Q124809612,SXSW EDU,festival,Q16559,Austin,2011-03-01T00:00:00Z,,2011-03-01T00:00:00Z
Q68358530,Q68358530,festival,Q1492,Barcelona,,,2010-01-01T00:00:00Z
Q5295460,Donaukanaltreiben Festival,recurring event,Q40,Austria,,,1997-01-01T00:00:00Z
Q4837688,BabelCon,recurring event,Q28218,Baton Rouge,,,2006-01-01T00:00:00Z
Q107999226,Bregenzer Frühling,recurring event,Q40,Austria,,,
Q6158397,7th World Festival of Youth and Students,festival occurrence,Q40,Austria,,,
Q698718,Vienna Opera Ball,recurring event,Q40,Austria,,,
Q38236899,Mozilla Festival,festival,Q1492,Barcelona,,,2013-01-01T00:00:00Z
Q118781033,Escena Poblenou. Festival De Tardor,festival,Q1492,Barcelona,,,
Q133852415,Baku Flames International Festival of Creativity and Effectiveness,festival,Q9248,Baku,,,2025-01-01T00:00:00Z
Q1084193,Christmas in Vienna,recurring event,Q40,Austria,,,1992-01-01T00:00:00Z
Q11921899,Festa de Sant Medir,party,Q1492,Barcelona,,,
Q1656117,Q1656117,recurring event,Q40,Austria,,,
Q479014,Almabtrieb,festival,Q40,Austria,,,
Q111966932,"ACT Performance Art Festival 2011, Basel",festival,Q78,Basel,,,
Q124790347,South by Southwest 2024,festival occurrence,Q16559,Austin,2024-03-08T00:00:00Z,2024-03-16T00:00:00Z,
Q118781117,Lp'07 Festival De Dansa... O No,festival,Q1492,Barcelona,,,
Q131901416,South by Southwest 2025,festival occurrence,Q16559,Austin,2025-03-07T00:00:00Z,2025-03-15T00:00:00Z,
Q1711230,Jugend musiziert,recurring event,Q40,Austria,,,1968-01-01T00:00:00Z
Q20103498,Llum BCN,festival,Q1492,Barcelona,,,2012-01-01T00:00:00Z
Q138034817,South by Southwest 2026,festival occurrence,Q16559,Austin,2026-03-12T00:00:00Z,2026-03-18T00:00:00Z,
Q115870073,Barcelona Gallery Weekend,recurring event,Q1492,Barcelona,,,
Q2599884,Q2599884,festival,Q40,Austria,,,1989-01-01T00:00:00Z
Q111966607,Loisiarte Festival,festival,Q40,Austria,,,2006-01-01T00:00:00Z
Q1376362,European Bike Week,recurring event,Q40,Austria,,,1998-01-01T00:00:00Z
Q112174343,Legs Performance Festival,festival,Q78,Basel,,,
Q118781122,Mostra De Teatre De Barcelona,festival,Q1492,Barcelona,,,
Q111964654,"ACT Performance Art Festival 2018, Basel",festival,Q78,Basel,,,
Q30635344,Coded Cultures,recurring event,Q40,Austria,,,
Q121144392,Oblivion Access Festival,recurring event,Q16559,Austin,,,2017-01-01T00:00:00Z
Q111964228,"ACT Art Performance Festival 2007, Basel",festival,Q78,Basel,,,2003-01-01T00:00:00Z
Q24203052,Wiener Kabarettfestival,festival,Q40,Austria,,,2011-01-01T00:00:00Z
Q118781123,Novembre Vaca,festival,Q1492,Barcelona,,,
Q54666713,2017 Beijing meetup,party,Q956,Beijing,,,
Q118781092,Dansat,festival,Q1492,Barcelona,,,
Q30275044,Q30275044,festival occurrence,Q40,Austria,,,
Q114775713,Feel Good Festival,festival,Q40,Austria,2017-01-01T00:00:00Z,,2017-01-01T00:00:00Z
Q63979259,ACT Performance Art Festival,festival,Q78,Basel,,,2003-01-01T00:00:00Z
Q107879672,Montforter Zwischentöne,recurring event,Q40,Austria,,,2015-01-01T00:00:00Z
Q20422783,Baghdad International Flower Festival,festival,Q1530,Baghdad,,,2009-01-01T00:00:00Z
Q118781094,Dies De Dansa,festival,Q1492,Barcelona,,,
Q136743150,Mozilla Festival 2025,festival,Q1492,Barcelona,,,
Q112185038,Partout – Platform for international Performance Art,festival,Q78,Basel,2020-10-02T00:00:00Z,2020-10-11T00:00:00Z,
Q139885495,IDO ACG Expo,recurring event,Q956,Beijing,,,2012-01-01T00:00:00Z
Q112191005,Performance Index 1995,festival,Q78,Basel,,,
Q111966955,Q111966955,festival,Q78,Basel,,,
Q2387726,Tag des Denkmals,recurring event,Q40,Austria,,,
Q111966976,"ACT Performance Art Festival 2010, Basel",festival,Q78,Basel,,,
Q31073768,Exporecerca Jove,recurring event,Q1492,Barcelona,,,
Q80949,April Fools' Day,recurring event,Q408,Australia,1564-01-01T00:00:00Z,,
Q1402710,Feldkirch Festival,festival,Q40,Austria,2001-01-01T00:00:00Z,2012-01-01T00:00:00Z,
Q112191014,Performance Index 1996,festival,Q78,Basel,,,
Q111968692,"ACT Performance Art Festival 2013, Basel",festival,Q78,Basel,,,2003-01-01T00:00:00Z
Q6541316,Dolomitenlauf,recurring event,Q40,Austria,,,1970-01-01T00:00:00Z
Q98884628,Q98884628,recurring event,Q40,Austria,,,
Q15812818,Grelle Forelle,discothèque,Q40,Austria,,,
Q118781142,Per Amor A L'hart,festival,Q1492,Barcelona,,,
Q23807418,Premis de la Crítica de les Arts Escèniques,recurring event,Q1492,Barcelona,,,1989-01-01T00:00:00Z
Q57527473,Q57527473,festival,Q40,Austria,,,2013-01-01T00:00:00Z
Q19889347,Woodstock der Blasmusik,festival,Q40,Austria,,,
Q4881124,Beijing Design Week,recurring event,Q956,Beijing,2009-01-01T00:00:00Z,,
Q50799330,Al Ghadeer International Festival,festival,Q1530,Baghdad,,,2007-01-01T00:00:00Z
Q28530817,Q28530817,festival,Q40,Austria,,,
Q118781098,Festival D'òpera De Butxaca I Noves Creacions,festival,Q1492,Barcelona,,,
Q118781096,Festival Complicitats,festival,Q1492,Barcelona,,,
Q24283219,Q24283219,festival,Q40,Austria,,,1989-01-01T00:00:00Z
Q80949,April Fools' Day,recurring event,Q40,Austria,1564-01-01T00:00:00Z,,
Q1408647,Festival der Regionen,festival,Q40,Austria,,,
Q118781101,Festival Idn,festival,Q1492,Barcelona,,,
Q118781106,Festival Marató De L'espectacle,festival,Q1492,Barcelona,,,
Q118781104,Festival Inmotion. Biennal Internacional De Performance I Arts Visuals Aplicades A La Realitat,festival,Q1492,Barcelona,,,
Q115465727,Q115465727,festival,Q1492,Barcelona,2019-01-01T00:00:00Z,,
Q1328341,Elevate Festival,festival,Q40,Austria,,,2005-01-01T00:00:00Z
Q2360207,Ständige Ägyptologenkonferenz,recurring event,Q40,Austria,,,
Q118781108,"Festival Neo. Festival Internacional De Dramatúrgies Plàstiques De La Imatge, Noves Tecnologies, Titelles I Objectes",festival,Q1492,Barcelona,,,
Q959755,South by Southwest,recurring event,Q16559,Austin,1987-01-01T00:00:00Z,,1987-01-01T00:00:00Z
Q111967720,"ACT Performance Art Festival 2021, Basel",festival,Q78,Basel,,,2003-01-01T00:00:00Z
Q124802049,South by Southwest 2023,festival occurrence,Q16559,Austin,,,
Q2359108,Stunde der Wintervögel,recurring event,Q40,Austria,,,2005-01-01T00:00:00Z
Q7641902,Supanova Pop Culture Expo,recurring event,Q408,Australia,,,2002-01-01T00:00:00Z
Q106473417,Literaricum Lech,recurring event,Q40,Austria,,,
Q4824472,Australian National Science Fiction Convention,recurring event,Q408,Australia,,,1952-01-01T00:00:00Z
Q6117914,Automobile Barcelona,recurring event,Q1492,Barcelona,,,1919-01-01T00:00:00Z
Q112064456,Tun was man kann 2,festival,Q78,Basel,,,
Q118781125,Tens Dansa,festival,Q1492,Barcelona,,,
Q229533,Zum Sperl,discothèque,Q40,Austria,,,
