unique_id,cluster_id
osmhub_10042421039,osmhub_10042421039
osmhub_10042715020,osmhub_10042715020
osmhub_10076454831,osmhub_10076454831
osmhub_10219090521,osmhub_10219090521
osmhub_10219299425,osmhub_10219299425
osmhub_10234827994,osmhub_10234827994
osmhub_10293290884,osmhub_10293290884
osmhub_10293290893,osmhub_10293290893
osmhub_10293470016,osmhub_10293470016
osmhub_10541826348,osmhub_10541826348
osmhub_10541861362,osmhub_10541861362
osmhub_10556948065,osmhub_10556948065
osmhub_10557036354,osmhub_10557036354
osmhub_10568211098,osmhub_10568211098
osmhub_10570691629,osmhub_10570691629
osmhub_10572481702,osmhub_10572481702
osmhub_10594422071,osmhub_10594422071
osmhub_10918360283,osmhub_10918360283
osmhub_10930230005,osmhub_10930230005
osmhub_11090096705,osmhub_11090096705
osmhub_11097057906,osmhub_11097057906
osmhub_11238703380,osmhub_11238703380
osmhub_11238908593,osmhub_11238703380
osmhub_11355749871,osmhub_11355749871
osmhub_11363674571,osmhub_11363674571
osmhub_11443780858,osmhub_11443780858
osmhub_11525275069,osmhub_11525275069
osmhub_11525600669,osmhub_11525600669
osmhub_11789287065,osmhub_11789287065
osmhub_11867212169,osmhub_11867212169
osmhub_11916870834,osmhub_11867212169
osmhub_11971485569,osmhub_11971485569
osmhub_12396486901,osmhub_10012828419
osmhub_12476208701,osmhub_12476208701
osmhub_12839823244,osmhub_12839823244
osmhub_13585141201,osmhub_13585141201
osmhub_13605353901,osmhub_13605353901
osmhub_22703800,osmhub_22703800
osmhub_241779924,osmhub_11971485569
osmhub_295528558,osmhub_295528558
osmhub_301281658,osmhub_301281658
osmhub_325552848,osmhub_325552848
osmhub_329511607,osmhub_329511607
osmhub_331797730,osmhub_331797730
osmhub_334697705,osmhub_334697705
osmhub_393063688,osmhub_393063688
osmhub_397279350,osmhub_1282431357
osmhub_402531561,osmhub_402531561
osmhub_423618572,osmhub_423618572
osmhub_585989703,osmhub_585989703
osmhub_690076852,osmhub_690076852
osmhub_745499161,osmhub_1625055311
osmhub_745499162,osmhub_1625055311
osmhub_745499163,osmhub_1625055311
osmhub_745499164,osmhub_1625055311
osmhub_745499674,osmhub_1625055311
osmhub_745499675,osmhub_1625055311
osmhub_745500942,osmhub_745500942
osmhub_745500943,osmhub_1625055311
osmhub_745502441,osmhub_1625055311
osmhub_745502442,osmhub_745502442
osmhub_745502443,osmhub_745502442
osmhub_745502969,osmhub_11363674571
osmhub_745505526,osmhub_393063688
osmhub_745686306,osmhub_745686306
osmhub_1282431357,osmhub_1282431357
osmhub_1282431358,osmhub_1282431357
osmhub_1284522079,osmhub_10076454831
osmhub_1376752465,osmhub_1376752465
osmhub_1395602393,osmhub_1395602393
osmhub_1442845940,osmhub_1442845940
osmhub_3210867729,osmhub_3210867729
osmhub_3827981658,osmhub_3827981658
osmhub_3828047757,osmhub_3828047757
osmhub_4041300976,osmhub_4041300976
osmhub_4303115690,osmhub_4303115690
osmhub_4436849590,osmhub_4436849590
osmhub_4796512521,osmhub_4796512521
osmhub_4822605023,osmhub_4822605023
osmhub_6371848209,osmhub_6371848209
osmhub_6378501585,osmhub_6378501585
osmhub_12218368950,osmhub_12218368950
osmhub_12378217501,osmhub_12378217501
osmhub_13100380320,osmhub_13100380320
osmhub_67145713,osmhub_67145713
osmhub_159458774,osmhub_159458774
osmhub_217281548,osmhub_217281548
osmhub_218153981,osmhub_218153981
osmhub_269480000,osmhub_269480000
osmhub_685739503,osmhub_685739503
osmhub_750184398,osmhub_750184398
osmhub_756721128,osmhub_6378501585
osmhub_2176898978,osmhub_2176898978
osmhub_4465077889,osmhub_4465077889
osmhub_4597112606,osmhub_4597112606
osmhub_5234383123,osmhub_5234383123
osmhub_5754031515,osmhub_5754031515
osmhub_5754032230,osmhub_5754032230
osmhub_5754032240,osmhub_5754032240
osmhub_5754152726,osmhub_5754152726
osmhub_5986883885,osmhub_5986883885
osmhub_10660799201,osmhub_10660799201
osmhub_10660799202,osmhub_10660799202
osmhub_10660799203,osmhub_10660799203
osmhub_10660799204,osmhub_10660799204
osmhub_10660810222,osmhub_10660810222
osmhub_10660849726,osmhub_10660849726
osmhub_10678648884,osmhub_10660810222
osmhub_12969590090,osmhub_12969590090
osmhub_13383633683,osmhub_13383633683
osmhub_10749710,osmhub_10749710
osmhub_1375249822,osmhub_1375249822
osmhub_1546419253,osmhub_1546419253
osmhub_1603831964,osmhub_1603831964
osmhub_2018583444,osmhub_2018583444
osmhub_2018584190,osmhub_2018584190
osmhub_2147840734,osmhub_2147840734
osmhub_2151944574,osmhub_2151944574
osmhub_2154259204,osmhub_2154259204
osmhub_2360467122,osmhub_2360467122
osmhub_2815303473,osmhub_2815303473
osmhub_2815311888,osmhub_2815311888
osmhub_2815317517,osmhub_2815317517
osmhub_2815320007,osmhub_2815303473
osmhub_3095484237,osmhub_3095484237
osmhub_3137754354,osmhub_3137754354
osmhub_3154416434,osmhub_3154416434
osmhub_3602639338,osmhub_3602639338
osmhub_3621763485,osmhub_3621763485
osmhub_3914593751,osmhub_3914593751
osmhub_4286157299,osmhub_4286157299
osmhub_4286157300,osmhub_4286157300
osmhub_4286173001,osmhub_4286173001
osmhub_4313557006,osmhub_4313557006
osmhub_4313597216,osmhub_4313597216
osmhub_4324423391,osmhub_4324423391
osmhub_4324512075,osmhub_4324512075
osmhub_4327136891,osmhub_4327136891
osmhub_4350218309,osmhub_4350218309
osmhub_4400503924,osmhub_4400503924
osmhub_4462281489,osmhub_4462281489
osmhub_4545132189,osmhub_4545132189
osmhub_4600169832,osmhub_4600169832
osmhub_4727380590,osmhub_298830279
osmhub_4740602042,osmhub_2815311888
osmhub_4858419353,osmhub_298830279
osmhub_4858419354,osmhub_298830279
osmhub_4920541823,osmhub_4920541823
osmhub_4920543022,osmhub_4920543022
osmhub_4930508288,osmhub_298830279
osmhub_4987994166,osmhub_4987994166
osmhub_4987994168,osmhub_4987994168
osmhub_4990251206,osmhub_4990251206
osmhub_4995193049,osmhub_3137754354
osmhub_4996742714,osmhub_4996742714
osmhub_5013113660,osmhub_5013113660
osmhub_5014899345,osmhub_5014899345
osmhub_5078026280,osmhub_4600169832
osmhub_5124460921,osmhub_5124460921
osmhub_5209798042,osmhub_4600169832
osmhub_5307365542,osmhub_5307365542
osmhub_5626517292,osmhub_1375249822
osmhub_5626517564,osmhub_1375249822
osmhub_5679151042,osmhub_5679151042
osmhub_5694786309,osmhub_1375249822
osmhub_5695374722,osmhub_5695374722
osmhub_5755584465,osmhub_5755584465
osmhub_5825177095,osmhub_5825177095
osmhub_5955565805,osmhub_2018584190
osmhub_6018976889,osmhub_6018976889
osmhub_6032338549,osmhub_4600169832
osmhub_6117909629,osmhub_6117909629
osmhub_6155468457,osmhub_298830279
osmhub_6252376583,osmhub_6252376583
osmhub_6274474903,osmhub_6274474903
osmhub_6290813237,osmhub_6117909629
osmhub_6329647744,osmhub_6329647744
osmhub_6349550685,osmhub_5679151042
osmhub_6357255105,osmhub_6357255105
osmhub_6416853307,osmhub_6416853307
osmhub_6416959388,osmhub_6416959388
osmhub_6433578585,osmhub_6433578585
osmhub_6433613585,osmhub_6433613585
osmhub_6433613586,osmhub_6433613585
osmhub_6616357230,osmhub_298830279
osmhub_6825058468,osmhub_6825058468
osmhub_6850923987,osmhub_6850923987
osmhub_6867104497,osmhub_6867104497
osmhub_6968590872,osmhub_238521540
osmhub_7046135590,osmhub_7046135590
osmhub_7073797880,osmhub_7073797880
osmhub_7104159586,osmhub_7104159586
osmhub_7206319285,osmhub_7206319285
osmhub_7244271756,osmhub_7244271756
osmhub_7258377607,osmhub_7258377607
osmhub_7812128760,osmhub_7812128760
osmhub_7812153700,osmhub_7812153700
osmhub_9595322455,osmhub_9595322455
osmhub_9937562411,osmhub_9937562411
osmhub_9937562412,osmhub_9937562412
osmhub_9937562413,osmhub_9937562413
osmhub_9937596017,osmhub_9937596017
osmhub_9937596018,osmhub_9937596018
osmhub_9937916699,osmhub_9937916699
osmhub_9937916700,osmhub_9937916700
osmhub_9937916704,osmhub_9937916704
osmhub_9937963686,osmhub_9937963686
osmhub_9937963687,osmhub_9937963687
osmhub_11063212220,osmhub_11063212220
osmhub_11494848567,osmhub_11494848567
osmhub_12401164501,osmhub_12401164501
osmhub_17914757,osmhub_17914757
osmhub_167081531,osmhub_167081531
osmhub_238521540,osmhub_238521540
osmhub_298830279,osmhub_298830279
osmhub_300519834,osmhub_300519834
osmhub_304979005,osmhub_304979005
osmhub_307125655,osmhub_307125655
osmhub_352160512,osmhub_2815311888
osmhub_356777847,osmhub_356777847
