clerical_match_score,found_by_blocking_rules,match_weight,match_probability,unique_id_l,unique_id_r,name_clean_l,name_clean_r,gamma_name_clean,bf_name_clean,entity_type_l,entity_type_r,gamma_entity_type,bf_entity_type,iata_code_l,iata_code_r,gamma_iata_code,bf_iata_code,lon_l,lon_r,lat_l,lat_r,gamma_lat_lon,bf_lat_lon,true_label_l,true_label_r,match_key
0.0,True,15.537312542152051,0.9999789722047083,osmhub_11365511778,osmhub_11365511779,terminal puntarenas,terminal quepos,1,2167.000616383086,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.3276289,-84.3276311,9.520118,9.5200375,3,98572.08493958534,49159,49160,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_11365511779,osmhub_11365511780,terminal quepos,terminal uvita,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.3276311,-84.3274301,9.5200375,9.5200491,3,98572.08493958534,49160,49161,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_11365511779,osmhub_11365511781,terminal quepos,terminal tigre,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.3276311,-84.3275234,9.5200375,9.5200112,3,98572.08493958534,49160,49162,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_11365511779,osmhub_11365511782,terminal quepos,terminal bijagual,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.3276311,-84.3274315,9.5200375,9.5201283,3,98572.08493958534,49160,49163,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_11365511779,osmhub_11365511783,terminal quepos,terminal pozo azul,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.3276311,-84.3274288,9.5200375,9.5200936,3,98572.08493958534,49160,49164,2
0.0,True,15.537312542152051,0.9999789722047083,osmhub_11365511779,osmhub_11365511784,terminal quepos,terminal puriscal,1,2167.000616383086,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.3276311,-84.3276313,9.5200375,9.5200807,3,98572.08493958534,49160,49165,2
0.0,True,15.537312542152051,0.9999789722047083,osmhub_11365511779,osmhub_11365511785,terminal quepos,terminal lomas,1,2167.000616383086,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.3276311,-84.3274288,9.5200375,9.5200093,3,98572.08493958534,49160,49166,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_11365511779,osmhub_11365511786,terminal quepos,terminal san josé,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.3276311,-84.3275354,9.5200375,9.520126,3,98572.08493958534,49160,49167,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_10856632418,osmhub_12810823902,terminal san pablo de turrubares,terminal nicabus managua,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.0869675,-84.0868358,9.9357935,9.9356883,3,98572.08493958534,49110,49172,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_10856632418,osmhub_12810823903,terminal san pablo de turrubares,terminal transportes del sol san salvador - cdad de guatemala,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,-84.0869675,-84.0868335,9.9357935,9.9361747,3,98572.08493958534,49110,49173,2
