cluster_id,n_nodes,n_edges,density,cluster_centralisation
np_Q48038490,1,0.0,,
np_Q30021646,1,0.0,,
np_Q1024684,1,0.0,,
np_Q10543482,1,0.0,,
ta_Q2531969,1,0.0,,
ta_Q13530086,1,0.0,,
ta_Q4841150,1,0.0,,
ta_Q4408429,1,0.0,,
ta_Q5892046,1,0.0,,
osm_4535946990,1,0.0,,
osm_243041609,1,0.0,,
osm_4295694990,1,0.0,,
osm_12498427485,1,0.0,,
osm_4719987781,1,0.0,,
osm_3894630111,1,0.0,,
osm_259153747,1,0.0,,
osm_10874126695,1,0.0,,
osm_358244310,1,0.0,,
osm_291426905,1,0.0,,
osm_4966874888,1,0.0,,
osm_2095798998,1,0.0,,
osm_4155488341,1,0.0,,
osm_4738036123,1,0.0,,
osm_1142047686,1,0.0,,
osm_358950359,1,0.0,,
osm_2876885849,1,0.0,,
osm_5474816506,1,0.0,,
osm_357355122,1,0.0,,
osm_946288741,1,0.0,,
osm_10610790951,1,0.0,,
osm_3647341131,1,0.0,,
osm_915647995,1,0.0,,
osm_11161037766,1,0.0,,
osm_1078671210,1,0.0,,
osm_5009088065,1,0.0,,
osm_4788067309,1,0.0,,
osm_1343065209,1,0.0,,
osm_2597587067,1,0.0,,
osm_5914670487,1,0.0,,
osm_6575125104,1,0.0,,
osm_309730858,1,0.0,,
osm_910855842,1,0.0,,
osm_3748751472,1,0.0,,
np_Q125869363,1,0.0,,
np_Q7643009,1,0.0,,
np_Q16616378,1,0.0,,
np_Q48784675,1,0.0,,
np_Q50314104,1,0.0,,
np_Q30020661,1,0.0,,
np_Q136373437,1,0.0,,
np_Q29579926,1,0.0,,
np_Q1075091,1,0.0,,
ta_Q1226442,1,0.0,,
ta_Q2199564,1,0.0,,
osm_1379797399,1,0.0,,
osm_286562566,1,0.0,,
osm_1721954551,1,0.0,,
osm_5731304278,1,0.0,,
osm_12737812601,1,0.0,,
osm_4711614466,1,0.0,,
osm_25732669,1,0.0,,
osm_306328556,1,0.0,,
osm_1278222754,1,0.0,,
osm_362906102,1,0.0,,
osm_106681865,1,0.0,,
osm_515500518,1,0.0,,
osm_3773240957,1,0.0,,
osm_315858850,1,0.0,,
osm_4761090820,1,0.0,,
osm_357371352,1,0.0,,
osm_4299968277,1,0.0,,
osm_549103632,1,0.0,,
osm_1677398454,1,0.0,,
osm_1828530976,1,0.0,,
osm_6811562775,1,0.0,,
osm_6009433285,1,0.0,,
osm_306436555,1,0.0,,
osm_8204797366,1,0.0,,
osm_292090933,1,0.0,,
osm_311260100,1,0.0,,
osm_6634005686,1,0.0,,
osm_1705648016,1,0.0,,
np_Q9055968,1,0.0,,
np_Q872696,1,0.0,,
np_Q116715,1,0.0,,
np_Q126717559,1,0.0,,
np_Q2620512,1,0.0,,
np_Q105938988,1,0.0,,
ta_Q15950416,1,0.0,,
ta_Q1191219,1,0.0,,
osm_6240050391,1,0.0,,
osm_358373278,1,0.0,,
osm_314247290,1,0.0,,
osm_357773530,1,0.0,,
osm_353984239,1,0.0,,
osm_132343796,1,0.0,,
osm_1691906304,1,0.0,,
osm_3608224551,1,0.0,,
osm_1501420633,1,0.0,,
osm_355219034,1,0.0,,
osm_2794349993,1,0.0,,
osm_75784489,1,0.0,,
osm_2636929559,1,0.0,,
osm_30180870,1,0.0,,
osm_8280434817,1,0.0,,
osm_359290852,1,0.0,,
osm_1240219472,1,0.0,,
osm_4385091102,1,0.0,,
osm_306835229,1,0.0,,
osm_7066361774,1,0.0,,
osm_1612947280,1,0.0,,
osm_334107323,1,0.0,,
osm_964566797,1,0.0,,
osm_357737576,1,0.0,,
osm_269208319,1,0.0,,
osm_13812946801,1,0.0,,
osm_767844476,1,0.0,,
osm_2488477794,1,0.0,,
osm_571209494,1,0.0,,
osm_974763393,1,0.0,,
np_Q127785057,1,0.0,,
np_Q139248809,1,0.0,,
np_Q2211959,1,0.0,,
np_Q11986640,1,0.0,,
np_Q1950916,1,0.0,,
np_Q13425563,1,0.0,,
np_Q20861901,1,0.0,,
ta_Q465534,1,0.0,,
ta_Q28706217,1,0.0,,
ta_Q84834556,1,0.0,,
ta_Q3815720,1,0.0,,
osm_562770778,1,0.0,,
osm_350460866,1,0.0,,
osm_357594114,1,0.0,,
osm_368861336,1,0.0,,
osm_1083413934,1,0.0,,
osm_11379665876,1,0.0,,
osm_356826341,1,0.0,,
osm_5029795821,1,0.0,,
osm_358754013,1,0.0,,
osm_1423061021,1,0.0,,
osm_1510719446,1,0.0,,
osm_7946229611,1,0.0,,
osm_4927407457,1,0.0,,
osm_1269987228,1,0.0,,
osm_536508497,1,0.0,,
osm_8067073152,1,0.0,,
osm_2112265806,1,0.0,,
osm_187219640,1,0.0,,
osm_358746983,1,0.0,,
osm_357304609,1,0.0,,
osm_357316056,1,0.0,,
osm_5178585822,1,0.0,,
osm_10733732766,1,0.0,,
osm_409854795,1,0.0,,
osm_10291579209,1,0.0,,
osm_5132767322,1,0.0,,
osm_4586270103,1,0.0,,
osm_4234829392,1,0.0,,
osm_4249997381,1,0.0,,
np_Q1743569,1,0.0,,
np_Q139540627,1,0.0,,
np_Q108074545,1,0.0,,
np_Q20901860,1,0.0,,
np_Q30159112,1,0.0,,
np_Q125846161,1,0.0,,
np_Q61792188,1,0.0,,
np_Q6417448,1,0.0,,
np_Q21997689,1,0.0,,
ta_Q41422650,1,0.0,,
ta_Q1246733,1,0.0,,
ta_Q4573416,1,0.0,,
ta_Q634026,1,0.0,,
osm_3580216093,1,0.0,,
osm_387844872,1,0.0,,
osm_5823029653,1,0.0,,
osm_9959964417,1,0.0,,
osm_357318908,1,0.0,,
osm_1423628815,1,0.0,,
osm_296945474,1,0.0,,
osm_345456235,1,0.0,,
osm_1635696840,1,0.0,,
osm_4121108290,1,0.0,,
osm_4051835942,1,0.0,,
osm_3692450268,1,0.0,,
osm_11587595831,1,0.0,,
osm_2384724944,1,0.0,,
osm_1564268528,1,0.0,,
osm_4211220391,1,0.0,,
osm_1217228837,1,0.0,,
osm_415760612,1,0.0,,
osm_1163633244,1,0.0,,
osm_5257736123,1,0.0,,
osm_9605774932,1,0.0,,
osm_5582005180,1,0.0,,
np_Q827526,1,0.0,,
np_Q37900056,1,0.0,,
np_Q6171669,1,0.0,,
ta_Q1089458,1,0.0,,
ta_Q3585946,1,0.0,,
ta_Q3409330,1,0.0,,
ta_Q7084487,1,0.0,,
osm_5566493224,1,0.0,,
osm_864147641,1,0.0,,
osm_278478656,1,0.0,,
osm_357582105,1,0.0,,
osm_2934161800,1,0.0,,
osm_412466193,1,0.0,,
osm_2407331163,1,0.0,,
osm_8827513011,1,0.0,,
osm_358066756,1,0.0,,
osm_9753050436,1,0.0,,
osm_358977974,1,0.0,,
osm_3443653661,1,0.0,,
osm_2043219467,1,0.0,,
osm_484592528,1,0.0,,
osm_3921103360,1,0.0,,
osm_294434574,1,0.0,,
osm_1752589082,1,0.0,,
osm_11152066460,1,0.0,,
osm_357347196,1,0.0,,
osm_357798714,1,0.0,,
osm_7532473589,1,0.0,,
osm_368735567,1,0.0,,
osm_2318445353,1,0.0,,
osm_301468828,1,0.0,,
osm_1163633515,1,0.0,,
osm_2352873387,1,0.0,,
osm_7230977276,1,0.0,,
osm_4064515336,1,0.0,,
osm_7272717585,1,0.0,,
osm_435013182,1,0.0,,
osm_988942845,1,0.0,,
np_Q134623328,1,0.0,,
np_Q6727157,1,0.0,,
np_Q30017697,1,0.0,,
np_Q30021464,1,0.0,,
np_Q18539306,1,0.0,,
np_Q19367603,1,0.0,,
np_Q10437018,1,0.0,,
np_Q10561899,1,0.0,,
np_Q18290240,1,0.0,,
np_Q136542327,1,0.0,,
np_Q136350668,1,0.0,,
np_Q28233312,1,0.0,,
ta_Q783923,1,0.0,,
ta_Q15948846,1,0.0,,
ta_Q16528115,1,0.0,,
ta_Q10301389,1,0.0,,
ta_Q20509197,1,0.0,,
osm_358687957,1,0.0,,
osm_4335330794,1,0.0,,
osm_253271920,1,0.0,,
osm_723031042,1,0.0,,
osm_863666216,1,0.0,,
osm_878021746,1,0.0,,
osm_357115864,1,0.0,,
osm_357458206,1,0.0,,
osm_309921073,1,0.0,,
osm_2140028410,1,0.0,,
osm_689539059,1,0.0,,
osm_568037895,1,0.0,,
osm_983576415,1,0.0,,
osm_421430692,1,0.0,,
osm_5391371675,1,0.0,,
osm_7835542080,1,0.0,,
osm_30031187,1,0.0,,
osm_1179339592,1,0.0,,
osm_2383959773,1,0.0,,
osm_5607751187,1,0.0,,
osm_5264563935,1,0.0,,
osm_357372739,1,0.0,,
osm_469959241,1,0.0,,
osm_1744956225,1,0.0,,
osm_4894045621,1,0.0,,
osm_3661595555,1,0.0,,
osm_687056997,1,0.0,,
osm_4987685647,1,0.0,,
np_Q4661504,1,0.0,,
np_Q11962385,1,0.0,,
np_Q30021006,1,0.0,,
np_Q29579958,1,0.0,,
ta_Q3700280,1,0.0,,
ta_Q7586861,1,0.0,,
ta_Q38251912,1,0.0,,
ta_Q22938609,1,0.0,,
osm_5318745506,1,0.0,,
osm_6327811396,1,0.0,,
osm_766189252,1,0.0,,
osm_354222539,1,0.0,,
osm_6731762309,1,0.0,,
osm_3730113237,1,0.0,,
osm_401697297,1,0.0,,
osm_5197312021,1,0.0,,
osm_6571318522,1,0.0,,
osm_1808687058,1,0.0,,
osm_357331858,1,0.0,,
osm_2018047180,1,0.0,,
