truth_threshold,match_probability,total_clerical_labels,p,n,tp,tn,fp,fn,P_rate,N_rate,tp_rate,tn_rate,fp_rate,fn_rate,precision,recall,specificity,npv,accuracy,f1,f2,f0_5,p4,phi
8.400000125169754,0.9970483543414643,149688253.0,95.0,149688158.0,95.0,149678691.0,9467.0,0.0,6.346523397530733e-07,0.9999993787087621,1.0,0.9999367551840674,6.324481593260035e-05,0.0,0.00993516000836645,1.0,0.9999367551840674,1.0,0.9999367552242059,0.019674847261054156,0.047777107221886946,0.012388180371906215,0.03859041008674862,0.09967212078109133
8.600000128149986,0.9974294610402847,149688253.0,95.0,149688158.0,95.0,149682853.0,5305.0,0.0,6.346523397530733e-07,0.9999993787087621,1.0,0.9999645596547457,3.5440345254298606e-05,0.0,0.017592592592592594,1.0,0.9999645596547457,1.0,0.999964559677238,0.034576888080072796,0.08217993079584775,0.02189444572482139,0.06684252857421397,0.13263472058641806
10.600000157952309,0.9993561239419685,149688253.0,95.0,149688158.0,95.0,149686835.0,1323.0,0.0,6.346523397530733e-07,0.9999993787087621,1.0,0.9999911616254907,8.838374509224704e-06,0.0,0.06699576868829338,1.0,0.9999911616254907,1.0,0.9999911616311,0.1255783212161269,0.26418242491657395,0.08236518120339864,0.2231355329674577,0.2588342646455433
10.900000162422657,0.9994769469006325,149688253.0,95.0,149688158.0,95.0,149687672.0,486.0,0.0,6.346523397530733e-07,0.9999993787087621,1.0,0.9999967532501803,3.2467498197151975e-06,0.0,0.16351118760757316,1.0,0.9999967532501803,1.0,0.9999967532522408,0.28106508875739644,0.49427679500520294,0.19636213311285655,0.43879891992595926,0.40436450972810933
12.10000018030405,0.9997722606477963,149688253.0,95.0,149688158.0,83.0,149687673.0,485.0,12.0,6.346523397530733e-07,0.9999993787087621,0.8736842105263158,0.9999967599307354,3.2400692645305984e-06,0.12631578947368421,0.14612676056338028,0.8736842105263158,0.9999967599307354,0.9999999198330844,0.9999966797661805,0.25037707390648567,0.43776371308016876,0.17532741867342627,0.40048237591661845,0.3573067308888131
12.300000183284283,0.9998017355340825,149688253.0,95.0,149688158.0,62.0,149687673.0,485.0,33.0,6.346523397530733e-07,0.9999993787087621,0.6526315789473685,0.9999967599307354,3.2400692645305984e-06,0.3473684210526316,0.113345521023766,0.6526315789473685,0.9999967599307354,0.9999997795410132,0.9999965394746106,0.19314641744548286,0.3344120819848975,0.1357862461673237,0.3237597004389735,0.2719785933253411
12.500000186264515,0.9998273963279586,149688253.0,95.0,149688158.0,62.0,149687755.0,403.0,33.0,6.346523397530733e-07,0.9999993787087621,0.6526315789473685,0.9999973077362606,2.692263739393466e-06,0.3473684210526316,0.13333333333333333,0.6526315789473685,0.9999973077362606,0.999999779541134,0.9999970872797881,0.22142857142857142,0.3668639053254438,0.1585677749360614,0.3625730036889061,0.29498650988363223
14.500000216066837,0.9999568434961527,149688253.0,95.0,149688158.0,62.0,149687979.0,179.0,33.0,6.346523397530733e-07,0.9999993787087621,0.6526315789473685,0.9999988041806219,1.1958193780432517e-06,0.3473684210526316,0.2572614107883817,0.6526315789473685,0.9999988041806219,0.9999997795414639,0.9999985837231997,0.36904761904761907,0.499194847020934,0.2927289896128423,0.5391303318681107,0.4097517165417736
18.900000281631947,0.9999979557589296,149688253.0,95.0,149688158.0,62.0,149688158.0,0.0,33.0,6.346523397530733e-07,0.9999993787087621,0.6526315789473685,1.0,0.0,0.3473684210526316,1.0,0.6526315789473685,1.0,0.9999997795417275,0.9999997795418188,0.7898089171974523,0.7013574660633484,0.9037900874635568,0.8825622346504353,0.8078560732391247
19.10000028461218,0.9999982203843173,149688253.0,95.0,149688158.0,37.0,149688158.0,0.0,58.0,6.346523397530733e-07,0.9999993787087621,0.3894736842105263,1.0,0.0,0.6105263157894737,1.0,0.3894736842105263,1.0,0.9999996125279494,0.9999996125280453,0.5606060606060606,0.44364508393285373,0.7613168724279835,0.7184465519418036,0.6240781467896143
21.1000003144145,0.9999995550954947,149688253.0,95.0,149688158.0,14.0,149688158.0,0.0,81.0,6.346523397530733e-07,0.9999993787087621,0.14736842105263157,1.0,0.0,0.8526315789473684,1.0,0.14736842105263157,1.0,0.9999994588753228,0.9999994588753734,0.25688073394495414,0.17766497461928935,0.46357615894039733,0.4087591014842585,0.3838858441098634
