cluster_id,unique_id,activity_wikidata_id,name,name_clean,activity_type,destination_id,destination_name,lat,lon
act_Q5165609,act_Q626031,Q626031,Esna,esna,Archaeological Site,Q79,Egypt,25.293333,32.556389
act_Q778942,act_Q778942,Q778942,"Marina, Egypt",marina egypt,Archaeological Site,Q79,Egypt,30.823888,29.011256
act_Q721468,act_Q721468,Q721468,Mes Aynak,mes aynak,Archaeological Site,Q889,Afghanistan,34.4,69.366666666
act_Q814450,act_Q814450,Q814450,Behbeit el-Hagara,behbeit el-hagara,Archaeological Site,Q79,Egypt,31.031111111,31.286666666
act_Q868737,act_Q868737,Q868737,Qhunqhu Wankani,qhunqhu wankani,Archaeological Site,Q750,Bolivia,-16.80797,-68.6726
act_Q839456,act_Q839456,Q839456,El-Fustat,el-fustat,Archaeological Site,Q79,Egypt,30.005,31.2375
act_Q1004589,act_Q740691,Q740691,Layer Pyramid,layer pyramid,Archaeological Site,Q79,Egypt,29.932778,31.161111
act_Q101583,act_Q932622,Q932622,Medinet Habu,medinet habu,Archaeological Site,Q79,Egypt,25.72,32.600833
act_Q890380,act_Q890380,Q890380,Iñaq Uyu,iñaq uyu,Archaeological Site,Q750,Bolivia,-16.03833333,-69.07083333
act_Q3531185,act_Q922009,Q922009,Hatnub,hatnub,Archaeological Site,Q79,Egypt,27.55,31.0
act_Q933219,act_Q933219,Q933219,Pharaoh's Island,pharaoh's island,Archaeological Site,Q79,Egypt,29.462838888,34.86005
act_Q1795119,act_Q781775,Q781775,Busiris,busiris,Archaeological Site,Q79,Egypt,30.912777777,31.242777777
act_Q876451,act_Q876451,Q876451,El Fuerte de Samaipata,el fuerte de samaipata,Archaeological Site,Q750,Bolivia,-18.178355555,-63.818988888
act_Q1569654,act_Q838236,Q838236,Lepsius-I Pyramid,lepsius-i pyramid,Archaeological Site,Q79,Egypt,30.04083333,31.09444444
act_Q1109560,act_Q1109560,Q1109560,KV63,kv63,Archaeological Site,Q79,Egypt,25.44,32.36
act_Q1195993,act_Q1195993,Q1195993,Teishebaini,teishebaini,Archaeological Site,Q399,Armenia,40.153889,44.451111
act_Q1115948,act_Q1115948,Q1115948,Kom el-Nana,kom el-nana,Archaeological Site,Q79,Egypt,27.619346,30.888635
act_Q1068140,act_Q1068140,Q1068140,Xois,xois,Archaeological Site,Q79,Egypt,31.088055555,30.945555555
act_Q994423,act_Q994423,Q994423,Minar-i Chakri,minar-i chakri,Archaeological Site,Q889,Afghanistan,34.58333333,69.28333333
act_Q2097405,act_Q937930,Q937930,Pi-Ramesses,pi-ramesses,Archaeological Site,Q79,Egypt,30.79937,31.834217
act_Q805157,act_Q935454,Q935454,Qift,qift,Archaeological Site,Q79,Egypt,26.0,32.816666666
act_Q1262502,act_Q1262502,Q1262502,Merimde culture,merimde culture,Archaeological Site,Q79,Egypt,30.320833333,30.848888888
act_Q959859,act_Q959859,Q959859,Naqada,naqada,Archaeological Site,Q79,Egypt,25.901666666,32.724166666
act_Q1243772,act_Q1243772,Q1243772,Samannud,samannud,Archaeological Site,Q79,Egypt,30.96222222,31.2425
act_Q1214008,act_Q1214008,Q1214008,Great Temple of the Aten,great temple of the aten,Archaeological Site,Q79,Egypt,27.65,30.901
act_Q1261930,act_Q1261930,Q1261930,Gebel el-Silsila,gebel el-silsila,Archaeological Site,Q79,Egypt,24.633333333,32.933333333
act_Q989697,act_Q989697,Q989697,Wadi el-Hudi,wadi el-hudi,Archaeological Site,Q79,Egypt,23.96152778,33.13133333
act_Q1243401,act_Q1243401,Q1243401,Temple of Kom Ombo,temple of kom ombo,Archaeological Site,Q79,Egypt,24.451944444,32.928055555
act_Q1004589,act_Q997397,Q997397,Bubasteion of Saqqara,bubasteion of saqqara,Archaeological Site,Q79,Egypt,29.873775,31.223656
act_Q1136023,act_Q1136023,Q1136023,Sharuna,sharuna,Archaeological Site,Q79,Egypt,28.593980555,30.851630555
act_Q1145180,act_Q1145180,Q1145180,Canopus,canopus,Archaeological Site,Q79,Egypt,31.3,30.08333333
act_Q1144126,act_Q1144126,Q1144126,Tillya Tepe,tillya tepe,Archaeological Site,Q889,Afghanistan,36.7,65.787
act_Q1157646,act_Q1157646,Q1157646,Deir el-Bersha,deir el-bersha,Archaeological Site,Q79,Egypt,27.757219444,30.91
act_Q1181532,act_Q1181532,Q1181532,Q1181532,q1181532,Archaeological Site,Q79,Egypt,23.9,32.85
act_Q1007510,act_Q1007510,Q1007510,Areni-1 cave complex,areni-1 cave complex,Archaeological Site,Q399,Armenia,39.73138889,45.20361111
act_Q1146716,act_Q1146716,Q1146716,Mons Claudianus,mons claudianus,Archaeological Site,Q79,Egypt,26.809166666,33.486666666
act_Q1004589,act_Q1069846,Q1069846,Pyramid of Khendjer,pyramid of khendjer,Archaeological Site,Q79,Egypt,29.83235278,31.223775
act_Q166248,act_Q992793,Q992793,Dara,dara,Archaeological Site,Q79,Egypt,27.3078,30.8717
act_Q1066424,act_Q1066424,Q1066424,Meidum,meidum,Archaeological Site,Q79,Egypt,29.372448,31.172034
act_Q1004589,act_Q1004589,Q1004589,Mastabet el-Fara'un,mastabet el-fara'un,Archaeological Site,Q79,Egypt,29.838888888,31.215277777
act_Q12236559,act_Q1246866,Q1246866,Heptastadion,heptastadion,Archaeological Site,Q79,Egypt,31.19944444,29.885
act_Q1432763,act_Q1432763,Q1432763,Lepidotonpolis,lepidotonpolis,Archaeological Site,Q79,Egypt,26.3333333,31.9333333
act_Q1479250,act_Q1479250,Q1479250,Wadi Hammamat,wadi hammamat,Archaeological Site,Q79,Egypt,25.964403,33.504066
act_Q1420195,act_Q1420195,Q1420195,KV17,kv17,Archaeological Site,Q79,Egypt,25.75,32.6143
act_Q101583,act_Q1058753,Q1058753,Mortuary Temple of Amenhotep III,mortuary temple of amenhotep iii,Archaeological Site,Q79,Egypt,25.721427777,32.608680555
act_Q1439790,act_Q1439790,Q1439790,Q1439790,q1439790,Archaeological Site,Q79,Egypt,30.93333333,32.46666667
act_Q1397227,act_Q1397227,Q1397227,Q1397227,q1397227,Archaeological Site,Q79,Egypt,26.568351,34.011047
act_Q1523911,act_Q1523911,Q1523911,Q1523911,q1523911,Archaeological Site,Q399,Armenia,40.35305556,45.13194444
act_Q1318945,act_Q1318945,Q1318945,Medinet Maadi,medinet maadi,Archaeological Site,Q79,Egypt,29.193119444,30.642130555
act_Q101583,act_Q1323768,Q1323768,El-Khokha,el-khokha,Archaeological Site,Q79,Egypt,25.732684,32.612709
act_Q1109560,act_Q1347523,Q1347523,KV2,kv2,Archaeological Site,Q79,Egypt,25.44,32.36
act_Q1457914,act_Q1457914,Q1457914,Soleb,soleb,Archaeological Site,Q79,Egypt,20.43333333,30.33333333
act_Q1427162,act_Q1427162,Q1427162,Mendes,mendes,Archaeological Site,Q79,Egypt,30.956280555,31.5172
act_Q1476222,act_Q1503673,Q1503673,Temple of Isis in Philae,temple of isis in philae,Archaeological Site,Q79,Egypt,24.0257642,32.8841999
act_Q1476222,act_Q1518125,Q1518125,Qubbet el-Hawa,qubbet el-hawa,Archaeological Site,Q79,Egypt,24.1025,32.88888889
act_Q1545755,act_Q1545755,Q1545755,Border fortress of Ramesses III,border fortress of ramesses iii,Archaeological Site,Q79,Egypt,30.96777778,32.49361111
act_Q12193415,act_Q1496830,Q1496830,Gebelein,gebelein,Archaeological Site,Q79,Egypt,25.4833,32.4833
act_Q1004589,act_Q1527638,Q1527638,Gisr el-Mudir,gisr el-mudir,Archaeological Site,Q79,Egypt,29.8665,31.2063
act_Q1397227,act_Q1536350,Q1536350,Mersa Gawasis,mersa gawasis,Archaeological Site,Q79,Egypt,26.55722222,34.03638889
act_Q1524919,act_Q1524919,Q1524919,Q1524919,q1524919,Archaeological Site,Q79,Egypt,,
act_Q11940050,act_Q1479631,Q1479631,Naga ed-Deir,naga ed-deir,Archaeological Site,Q79,Egypt,26.56666667,31.83333333
act_Q1535226,act_Q1535226,Q1535226,Nabta Playa,nabta playa,Archaeological Site,Q79,Egypt,22.25,31.216666666
act_Q1476222,act_Q1476222,Q1476222,Sehel Island,sehel island,Archaeological Site,Q79,Egypt,24.06,32.871111111
act_Q1404236,act_Q1404236,Q1404236,El Kab tombs,el kab tombs,Archaeological Site,Q79,Egypt,25.12747222,32.79863889
act_Q101583,act_Q1354435,Q1354435,Tomb of Djari (TT366),tomb of djari tt366,Archaeological Site,Q79,Egypt,25.734344713,32.610902457
act_Q124831396,act_Q1306397,Q1306397,Precinct of Amun-Re,precinct of amun-re,Archaeological Site,Q79,Egypt,25.71875,32.65760803
act_Q1323887,act_Q1323887,Q1323887,Q1323887,q1323887,Archaeological Site,Q79,Egypt,30.85777778,32.38388889
act_Q1547623,act_Q1547623,Q1547623,Scladina,scladina,Archaeological Site,Q31,Belgium,50.4842915,5.0252235
act_Q1535165,act_Q1535165,Q1535165,Philadelphia,philadelphia,Archaeological Site,Q79,Egypt,29.450555555,31.084166666
act_Q1500580,act_Q1500580,Q1500580,Tebtunis,tebtunis,Archaeological Site,Q79,Egypt,29.109239,30.763135
act_Q101583,act_Q1511672,Q1511672,Tomb of Padihorresnet (TT196),tomb of padihorresnet tt196,Archaeological Site,Q79,Egypt,25.73416667,32.61166667
act_Q1462523,act_Q1548813,Q1548813,Wadi Maghareh,wadi maghareh,Archaeological Site,Q79,Egypt,29.0333,33.45
act_Q1420195,act_Q1465157,Q1465157,KV58,kv58,Archaeological Site,Q79,Egypt,25.75,32.6143
act_Q1462523,act_Q1462523,Q1462523,Serabit el-Khadim,serabit el-khadim,Archaeological Site,Q79,Egypt,29.036733,33.459407
act_Q1399030,act_Q1399030,Q1399030,Kuntillet Ajrud,kuntillet ajrud,Archaeological Site,Q79,Egypt,30.1864,34.42814
act_Q1550221,act_Q1550221,Q1550221,Shortugai,shortugai,Archaeological Site,Q889,Afghanistan,37.325,69.525
act_Q2005166,act_Q2005166,Q2005166,Alexandria on the Caucasus,alexandria on the caucasus,Archaeological Site,Q889,Afghanistan,34.9925,69.3106
act_Q1728949,act_Q1728949,Q1728949,Karanog,karanog,Archaeological Site,Q79,Egypt,22.720104,32.090922
act_Q1799523,act_Q1799523,Q1799523,Surkh Kotal,surkh kotal,Archaeological Site,Q889,Afghanistan,36.05,68.566667
act_Q1181532,act_Q2052161,Q2052161,Q2052161,q2052161,Archaeological Site,Q79,Egypt,23.9,32.85
act_Q1899395,act_Q2029782,Q2029782,Tumulus of Piétrain,tumulus of piétrain,Archaeological Site,Q31,Belgium,50.71538,4.92136
act_Q1795119,act_Q1795119,Q1795119,Cynopolis,cynopolis,Archaeological Site,Q79,Egypt,30.896111111,31.234166666
act_Q192268,act_Q2033435,Q2033435,Osireion,osireion,Archaeological Site,Q79,Egypt,26.184025,31.918253
act_Q1713756,act_Q1713756,Q1713756,Megaliths of Wéris,megaliths of wéris,Archaeological Site,Q31,Belgium,50.33759,5.53277
act_Q14218430,act_Q1559512,Q1559512,"Ain Askar, Umm Mawagir",ain askar umm mawagir,Archaeological Site,Q79,Egypt,25.294938888,30.560011111
act_Q121773,act_Q1630019,Q1630019,Pithom,pithom,Archaeological Site,Q79,Egypt,30.551944444,32.098611111
act_Q1945239,act_Q1945239,Q1945239,Mons Porphyrites,mons porphyrites,Archaeological Site,Q79,Egypt,27.247569444,33.301
act_Q1945241,act_Q1945241,Q1945241,Mons Smaragdus,mons smaragdus,Archaeological Site,Q79,Egypt,24.77111111,34.71805556
act_Q1937532,act_Q1937532,Q1937532,Minshat Abu Omar,minshat abu omar,Archaeological Site,Q79,Egypt,30.85722222,32.01944444
act_Q1956723,act_Q1956723,Q1956723,Myos Hormos,myos hormos,Archaeological Site,Q79,Egypt,26.15655,34.241583
act_Q1788928,act_Q1788928,Q1788928,Krijn,krijn,Archaeological Site,Q31,Belgium,51.68027778,3.35277778
act_Q101583,act_Q2065935,Q2065935,Mortuary Temple of Merenptah,mortuary temple of merenptah,Archaeological Site,Q79,Egypt,25.724961111,32.606572222
act_Q1500580,act_Q1996721,Q1996721,Crocodilopolis,crocodilopolis,Archaeological Site,Q79,Egypt,29.1166,30.75
act_Q2001444,act_Q2001444,Q2001444,Tumuli of Libersart,tumuli of libersart,Archaeological Site,Q31,Belgium,50.6552,4.72158
act_Q1735363,act_Q1735363,Q1735363,Castra of Gračine,castra of gračine,Archaeological Site,Q225,Bosnia and Herzegovina,43.18222222,17.52888889
act_Q1720771,act_Q1720771,Q1720771,Temple of Montu in Tod,temple of montu in tod,Archaeological Site,Q79,Egypt,25.58302778,32.53358333
act_Q2007624,act_Q2007624,Q2007624,Veldwezelt-Hezerwater,veldwezelt-hezerwater,Archaeological Site,Q31,Belgium,50.856,5.641
act_Q1972392,act_Q1972392,Q1972392,Q1972392,q1972392,Archaeological Site,Q31,Belgium,50.857943,3.628927
act_Q1894495,act_Q1894495,Q1894495,Mareia,mareia,Archaeological Site,Q79,Egypt,30.9942,29.6556
act_Q1897297,act_Q1897297,Q1897297,Mageroy,mageroy,Archaeological Site,Q31,Belgium,49.7167,5.65
act_Q1749396,act_Q1749396,Q1749396,Onouphis,onouphis,Archaeological Site,Q79,Egypt,30.88327,30.965431
act_Q1893505,act_Q1893505,Q1893505,Fondry des Chiens,fondry des chiens,Archaeological Site,Q31,Belgium,50.069195691,4.556458105
act_Q1004589,act_Q2038886,Q2038886,Abu Gorab,abu gorab,Archaeological Site,Q79,Egypt,29.903944,31.194195
act_Q1899395,act_Q1899395,Q1899395,Tombe de l'Empereur,tombe de l'empereur,Archaeological Site,Q31,Belgium,50.63816,5.08519
