cluster_id,unique_id,activity_wikidata_id,name,name_clean,activity_type,destination_id,destination_name,lat,lon
act_Q1954728,act_Q1954728,Q1954728,Museum in Głiwice,museum in głiwice,Museum,Q36,Poland,50.295428,18.667366
act_Q2914069,act_Q2914069,Q2914069,Suzhou Garden Museum,suzhou garden museum,Museum,Q148,People's Republic of China,,
act_Q2913484,act_Q2913484,Q2913484,Uniate /Greek Catholic/ Saints Cosmas and Damian church in Bartne,uniate greek catholic saints cosmas and damian church in bartne,Museum,Q36,Poland,49.564666666,21.332944444
act_Q2110432,act_Q2110432,Q2110432,Museo Pambata,museo pambata,Museum,Q928,Philippines,,
act_Q111947609,act_Q2044132,Q2044132,Casa Rocca Piccola,casa rocca piccola,Museum,Q233,Malta,35.899861111,14.515416666
act_Q2088192,act_Q2088192,Q2088192,Shenzhen Museum,shenzhen museum,Museum,Q148,People's Republic of China,22.54645,114.05681
act_Q2114114,act_Q2114114,Q2114114,Yunnan Provincial Museum,yunnan provincial museum,Museum,Q148,People's Republic of China,24.95221,102.7522
act_Q1000780,act_Q2047427,Q2047427,The Palace Museum,the palace museum,Museum,Q148,People's Republic of China,39.91555556,116.39083333
act_Q2110598,act_Q2110598,Q2110598,Casa Manila,casa manila,Museum,Q928,Philippines,14.589733333,120.975147222
act_Q2017766,act_Q2017766,Q2017766,Under the Clock,under the clock,Museum,Q36,Poland,51.2468,22.5461
act_Q3868121,act_Q3868121,Q3868121,Silk Route Museum,silk route museum,Museum,Q148,People's Republic of China,39.7707,98.4327
act_Q111947609,act_Q2898298,Q2898298,National Museum of Archaeology,national museum of archaeology,Museum,Q233,Malta,35.8975,14.51125
act_Q3329080,act_Q3330063,Q3330063,Muscat Gate Museum,muscat gate museum,Museum,Q842,Oman,23.6175,58.5869
act_Q1029069,act_Q3893223,Q3893223,Asia and Pacific Museum,asia and pacific museum,Museum,Q36,Poland,52.23305556,21.03722222
act_Q3330594,act_Q3330594,Q3330594,ShenYang History Museum,shenyang history museum,Museum,Q148,People's Republic of China,41.8342,123.462
act_Q3542420,act_Q3542420,Q3542420,Tushanwan Museum,tushanwan museum,Museum,Q148,People's Republic of China,,
act_Q1000780,act_Q3333142,Q3333142,Memorial to Zhou Enlai and Deng Yingchao,memorial to zhou enlai and deng yingchao,Museum,Q148,People's Republic of China,39.09362,117.15839
act_Q3329080,act_Q3329080,Q3329080,Bait al Zubair Museum,bait al zubair museum,Museum,Q842,Oman,23.614333333,58.589583333
act_Q3329557,act_Q3329557,Q3329557,Gozo Museum of Archaeology,gozo museum of archaeology,Museum,Q233,Malta,36.04601,14.238779
act_Q111947609,act_Q3013993,Q3013993,Malta Maritime Museum,malta maritime museum,Museum,Q233,Malta,35.88763889,14.52083333
act_Q1029069,act_Q3502453,Q3502453,Old Synagogue in Kraków,old synagogue in kraków,Museum,Q36,Poland,50.051392,19.948572
act_Q10891808,act_Q3119023,Q3119023,Po Leung Kuk Museum,po leung kuk museum,Museum,Q148,People's Republic of China,22.2766,114.185
act_Q4204514,act_Q4204514,Q4204514,Muzeum Historyczne Miasta Tarnobrzega,muzeum historyczne miasta tarnobrzega,Museum,Q36,Poland,50.5858,21.6836
act_Q3329657,act_Q3329657,Q3329657,Jingzhou Museum,jingzhou museum,Museum,Q148,People's Republic of China,30.3558,112.175
act_Q3550173,act_Q3550173,Q3550173,Aguinaldo Shrine,aguinaldo shrine,Museum,Q928,Philippines,14.445,120.90694444
act_Q4132844,act_Q4132844,Q4132844,Shandong Museum,shandong museum,Museum,Q148,People's Republic of China,36.65885,117.09613333
act_Q1000780,act_Q4165228,Q4165228,Former Residence of Qi Baishi (Beijing),former residence of qi baishi beijing,Museum,Q148,People's Republic of China,39.914496,116.364267
act_Q10873650,act_Q3329740,Q3329740,Nantong museum,nantong museum,Museum,Q148,People's Republic of China,32.013218,120.864809
act_Q3330767,act_Q3330767,Q3330767,Liaoning Provincial Museum,liaoning provincial museum,Museum,Q148,People's Republic of China,41.6758,123.4544
act_Q10306409,act_Q4306190,Q4306190,Xinjiang Museum,xinjiang museum,Museum,Q148,People's Republic of China,43.819534,87.583969
act_Q3329080,act_Q3330572,Q3330572,Omani French Museum,omani french museum,Museum,Q842,Oman,23.6149,58.5917
act_Q3868041,act_Q3868041,Q3868041,Jamāhīriyya Museum,jamāhīriyya museum,Museum,Q1016,Libya,,
act_Q1000780,act_Q4306266,Q4306266,China National Museum of Women and Children,china national museum of women and children,Museum,Q148,People's Republic of China,39.90909,116.41729
act_Q3774116,act_Q3774116,Q3774116,Temple of the Sibyl,temple of the sibyl,Museum,Q36,Poland,51.410555555,21.962777777
act_Q1000780,act_Q4165212,Q4165212,"Mei Lanfang Memorial Museum, Beijing",mei lanfang memorial museum beijing,Museum,Q148,People's Republic of China,39.9342,116.3733
act_Q10939349,act_Q3431632,Q3431632,Luoyang Museum,luoyang museum,Museum,Q148,People's Republic of China,34.67,112.44
act_Q2602105,act_Q2602105,Q2602105,Q2602105,q2602105,Museum,Q148,People's Republic of China,24.349632026,102.534818821
act_Q1051293,act_Q5006985,Q5006985,C. Y. Tung Maritime Museum,c y tung maritime museum,Museum,Q148,People's Republic of China,31.2021,121.43
act_Q4778791,act_Q4778791,Q4778791,Aotea Utanganui Museum of South Taranaki,aotea utanganui museum of south taranaki,Museum,Q664,New Zealand,-39.7545,174.4721
act_Q4391403,act_Q4391403,Q4391403,Hubei Provincial Museum,hubei provincial museum,Museum,Q148,People's Republic of China,30.56388889,114.35888889
act_Q5099502,act_Q5099502,Q5099502,Chin State Cultural Museum,chin state cultural museum,Museum,Q836,Myanmar,22.645269003,93.594621754
act_Q1000780,act_Q4502140,Q4502140,Yan Huang Art Museum,yan huang art museum,Museum,Q148,People's Republic of China,39.9938,116.4023
act_Q5101454,act_Q5101454,Q5101454,The Eagle Pharmacy Museum,the eagle pharmacy museum,Museum,Q36,Poland,50.0462,19.9543
act_Q4574844,act_Q5061472,Q5061472,The Central Museum of Textiles,the central museum of textiles,Museum,Q36,Poland,51.74521,19.46164
act_Q5015814,act_Q5015814,Q5015814,Museum of the Vistula Ethnographic Park in Wygiełzów,museum of the vistula ethnographic park in wygiełzów,Museum,Q36,Poland,50.0764,19.4403
act_Q4306446,act_Q4306446,Q4306446,Heilongjiang Provincial Museum,heilongjiang provincial museum,Museum,Q148,People's Republic of China,45.755561111,126.634719444
act_Q10564008,act_Q4390891,Q4390891,Du Fu Thatched Cottage,du fu thatched cottage,Museum,Q148,People's Republic of China,30.66217,104.02633
act_Q5047884,act_Q5047884,Q5047884,Casa Santa Museum,casa santa museum,Museum,Q928,Philippines,14.59355,121.17914
act_Q4801420,act_Q4801420,Q4801420,Museum of Middle Pomerania in Słupsk,museum of middle pomerania in słupsk,Museum,Q36,Poland,54.465551111,17.035892777
act_Q4807294,act_Q4807294,Q4807294,Suzhou Embroidery Museum,suzhou embroidery museum,Museum,Q148,People's Republic of China,,
act_Q1000780,act_Q5099673,Q5099673,China Ethnic Museum,china ethnic museum,Museum,Q148,People's Republic of China,39.98388889,116.39027778
act_Q1029069,act_Q4779190,Q4779190,"Apartment of Stefan Żeromski at the Royal Castle, Warsaw",apartment of stefan żeromski at the royal castle warsaw,Museum,Q36,Poland,52.24777778,21.01416667
act_Q1029069,act_Q4845391,Q4845391,Museum of Medallic Art,museum of medallic art,Museum,Q36,Poland,51.1074,17.0289
act_Q2110972,act_Q5052254,Q5052254,Cathedral Museum of Cebu,cathedral museum of cebu,Museum,Q928,Philippines,10.29606342,123.90344238
act_Q5090739,act_Q5090739,Q5090739,Chen Clan Academy,chen clan academy,Museum,Q148,People's Republic of China,23.12984,113.240107
act_Q4917089,act_Q4917089,Q4917089,Birthplace of Frédéric Chopin,birthplace of frédéric chopin,Museum,Q36,Poland,52.25527778,20.31527778
act_Q4780390,act_Q4780390,Q4780390,Apollonia Museum,apollonia museum,Museum,Q1016,Libya,,
act_Q5072165,act_Q5072165,Q5072165,Changzhou Museum,changzhou museum,Museum,Q148,People's Republic of China,,
act_Q1029069,act_Q4306512,Q4306512,Museum of nature in Poznań,museum of nature in poznań,Museum,Q36,Poland,52.4075,16.9056
act_Q4574844,act_Q4574844,Q4574844,White Factory,white factory,Museum,Q36,Poland,51.7455,19.4623
act_Q1051293,act_Q4520139,Q4520139,Shanghai Postal Museum,shanghai postal museum,Museum,Q148,People's Republic of China,31.24640278,121.4800167
act_Q4806827,act_Q4806827,Q4806827,Suzhou Silk Museum,suzhou silk museum,Museum,Q148,People's Republic of China,31.325416666,120.614166666
act_Q5550965,act_Q5550965,Q5550965,Germa Museum,germa museum,Museum,Q1016,Libya,26.526111111,13.066305555
act_Q10863722,act_Q5594934,Q5594934,Grand Prix Museum,grand prix museum,Museum,Q148,People's Republic of China,22.1949,113.553
act_Q3329557,act_Q5464561,Q5464561,Gran Castello Historic House,gran castello historic house,Museum,Q233,Malta,36.046389,14.239722
act_Q5291392,act_Q5291392,Q5291392,Domvs Romana,domvs romana,Museum,Q233,Malta,35.885277777,14.400277777
act_Q5404363,act_Q5404363,Q5404363,Ethnographic Museum of Tripoli,ethnographic museum of tripoli,Museum,Q1016,Libya,,
act_Q1029069,act_Q5104833,Q5104833,Chopin Family Parlor,chopin family parlor,Museum,Q36,Poland,52.2395,21.015
act_Q5123171,act_Q5123171,Q5123171,City Gallery Wellington,city gallery wellington,Museum,Q664,New Zealand,-41.288384,174.777312
act_Q5555162,act_Q5555162,Q5555162,Ghadames Museum,ghadames museum,Museum,Q1016,Libya,30.131801,9.495034
act_Q1029069,act_Q5101500,Q5101500,Museum of Kraków,museum of kraków,Museum,Q36,Poland,50.0627747,19.936496
act_Q10945435,act_Q5613636,Q5613636,Guangdong Museum,guangdong museum,Museum,Q148,People's Republic of China,23.11722222,113.32138889
act_Q4978405,act_Q4978405,Q4978405,Museum of the Puck Region,museum of the puck region,Museum,Q36,Poland,54.796606111,18.400328888
act_Q1029069,act_Q5420576,Q5420576,Rynek Underground permanent exhibition,rynek underground permanent exhibition,Museum,Q36,Poland,50.062,19.9382
act_Q4881047,act_Q4881047,Q4881047,Beichuan Earthquake Museum,beichuan earthquake museum,Museum,Q148,People's Republic of China,31.81146,104.448507
act_Q1051293,act_Q5209879,Q5209879,Dajing Ge Pavilion,dajing ge pavilion,Museum,Q148,People's Republic of China,31.2265,121.479
act_Q5315277,act_Q5315277,Q5315277,Dunhuang Museum,dunhuang museum,Museum,Q148,People's Republic of China,40.12863,94.66041
act_Q10926141,act_Q5613712,Q5613712,Guangzhi Yuan,guangzhi yuan,Museum,Q148,People's Republic of China,36.65618056,117.01303056
act_Q10945435,act_Q5613635,Q5613635,Guangdong Museum of Revolutionary History,guangdong museum of revolutionary history,Museum,Q148,People's Republic of China,23.1243,113.265
act_Q5382937,act_Q5382937,Q5382937,Epigraphy Museum of Tripoli,epigraphy museum of tripoli,Museum,Q1016,Libya,,
act_Q1000780,act_Q4881160,Q4881160,Beijing Lu Xun Museum,beijing lu xun museum,Museum,Q148,People's Republic of China,39.92445,116.35234
act_Q1029069,act_Q5101529,Q5101529,Zwierzyniec House,zwierzyniec house,Museum,Q36,Poland,50.055,19.9089
act_Q1431259,act_Q5314974,Q5314974,Dunedin Gasworks Museum,dunedin gasworks museum,Museum,Q664,New Zealand,-45.89318,170.50259
act_Q10939349,act_Q6704640,Q6704640,Luoyang Museum of Ancient Tombs,luoyang museum of ancient tombs,Museum,Q148,People's Republic of China,34.73413,112.40897
act_Q6444888,act_Q6444888,Q6444888,Kunming Museum,kunming museum,Museum,Q148,People's Republic of China,25.03537,102.7272
act_Q6277707,act_Q6277707,Q6277707,Jorge B. Vargas Museum and Filipiniana Research Center,jorge b vargas museum and filipiniana research center,Museum,Q928,Philippines,14.65305556,121.06666667
act_Q1029069,act_Q6537440,Q6537440,Q6537440,q6537440,Museum,Q36,Poland,52.2322,21.0083
act_Q5123171,act_Q6376474,Q6376474,Katherine Mansfield Birthplace,katherine mansfield birthplace,Museum,Q664,New Zealand,-41.270164,174.77992
act_Q6852243,act_Q6852243,Q6852243,Museum of the Land of Frankincense,museum of the land of frankincense,Museum,Q842,Oman,17.00936,54.13611
act_Q5924742,act_Q5924742,Q5924742,Hu Qing Yu Tang,hu qing yu tang,Museum,Q148,People's Republic of China,30.24218,120.16426
act_Q6310783,act_Q6310783,Q6310783,"Jumalon Museum, Butterfly Sanctuary and Art Gallery",jumalon museum butterfly sanctuary and art gallery,Museum,Q928,Philippines,,
act_Q10891808,act_Q6503119,Q6503119,Law Uk Folk Museum,law uk folk museum,Museum,Q148,People's Republic of China,22.2642,114.236
act_Q10891808,act_Q5895149,Q5895149,Hong Kong Visual Arts Centre,hong kong visual arts centre,Museum,Q148,People's Republic of China,22.2768,114.15933
act_Q5910941,act_Q5910941,Q5910941,Hotan Cultural Museum,hotan cultural museum,Museum,Q148,People's Republic of China,37.1125,79.906666666
act_Q6344688,act_Q6344688,Q6344688,Kachin State Cultural Museum,kachin state cultural museum,Museum,Q836,Myanmar,25.39243,97.40197
act_Q6568743,act_Q6568743,Q6568743,Muzeum Orderu Uśmiechu,muzeum orderu uśmiechu,Museum,Q36,Poland,49.6086,19.9482
act_Q6487543,act_Q6487543,Q6487543,Lantau Link Visitors Centre and Viewing Platform,lantau link visitors centre and viewing platform,Museum,Q148,People's Republic of China,22.358621449,114.081353468
act_Q6380399,act_Q6380399,Q6380399,Kayah State Cultural Museum,kayah state cultural museum,Museum,Q836,Myanmar,19.6926,97.2089
act_Q6699598,act_Q6699598,Q6699598,Lufeng Dinosaur Museum,lufeng dinosaur museum,Museum,Q148,People's Republic of China,25.1446,102.07481
act_Q10891808,act_Q5690520,Q5690520,Health Education Exhibition and Resources Centre,health education exhibition and resources centre,Museum,Q148,People's Republic of China,22.2984,114.1715
act_Q191504,act_Q6527955,Q6527955,Leptis Magna Museum,leptis magna museum,Museum,Q1016,Libya,32.6360396,14.2857916
act_Q5944378,act_Q5944378,Q5944378,Lüshun Museum,lüshun museum,Museum,Q148,People's Republic of China,38.8083,121.234
act_Q5942029,act_Q5942029,Q5942029,Hunan Museum,hunan museum,Museum,Q148,People's Republic of China,28.21526,112.98784
act_Q6720699,act_Q6720699,Q6720699,Ma Bufang Mansion,ma bufang mansion,Museum,Q148,People's Republic of China,36.61744,101.80348
act_Q6378891,act_Q6378891,Q6378891,Kauri Museum,kauri museum,Museum,Q664,New Zealand,-36.13,174.1853
act_Q10891808,act_Q5894874,Q5894874,Hong Kong Museum of Medical Sciences,hong kong museum of medical sciences,Museum,Q148,People's Republic of China,22.28345,114.14862
act_Q10883656,act_Q5894671,Q5894671,Hong Kong Heritage Museum,hong kong heritage museum,Museum,Q148,People's Republic of China,22.377122322,114.185405013
act_Q6747761,act_Q6747761,Q6747761,Mandalay Cultural Museum,mandalay cultural museum,Museum,Q836,Myanmar,21.985619568,96.084145231
act_Q6380579,act_Q6380579,Q6380579,Kayin State Cultural Museum,kayin state cultural museum,Museum,Q836,Myanmar,16.879960606,97.630621863
act_Q5885537,act_Q5885537,Q5885537,Holy Father John Paul II Family Home in Wadowice,holy father john paul ii family home in wadowice,Museum,Q36,Poland,49.8833,19.4938
act_Q6695405,act_Q6695405,Q6695405,National Museum in Lublin,national museum in lublin,Museum,Q36,Poland,51.25053,22.57173
act_Q10863722,act_Q6722717,Q6722717,Macau Wine Museum,macau wine museum,Museum,Q148,People's Republic of China,22.1947,113.553
act_Q6444888,act_Q6444889,Q6444889,Kunming Natural History Museum of Zoology,kunming natural history museum of zoology,Museum,Q148,People's Republic of China,25.07028,102.70359
act_Q1029069,act_Q6941074,Q6941074,Museum of the Castle and Military Hospital at Ujazdów,museum of the castle and military hospital at ujazdów,Museum,Q36,Poland,52.21944444,21.0375
act_Q6940519,act_Q6940519,Q6940519,Museo Valenzuela,museo valenzuela,Museum,Q928,Philippines,14.68194444,120.98027778
act_Q1029069,act_Q6940963,Q6940963,Museum of Natural History at University of Wrocław,museum of natural history at university of wrocław,Museum,Q36,Poland,51.11694444,17.04638889
act_Q1029069,act_Q6940705,Q6940705,"Museum and Institute of Zoology, Polish Academy of Sciences",museum and institute of zoology polish academy of sciences,Museum,Q36,Poland,52.22361111,21.00916667
act_Q1029069,act_Q6944428,Q6944428,Muzeum Uniwersytetu Ekonomicznego w Krakowie,muzeum uniwersytetu ekonomicznego w krakowie,Museum,Q36,Poland,50.06849,19.95386
act_Q1029069,act_Q6944425,Q6944425,Muzeum Techniczno-Przemysłowe w Krakowie,muzeum techniczno-przemysłowe w krakowie,Museum,Q36,Poland,50.059330179,19.931316483
act_Q1029069,act_Q6941021,Q6941021,"Museum of Scouting, Warsaw",museum of scouting warsaw,Museum,Q36,Poland,52.22833333,21.02611111
act_Q6940922,act_Q6940922,Q6940922,Museum of Libya,museum of libya,Museum,Q1016,Libya,32.88778611,13.18940833
act_Q6946743,act_Q6946743,Q6946743,Myanmar Gems Museum,myanmar gems museum,Museum,Q836,Myanmar,16.855130424,96.156345716
act_Q1029069,act_Q6944417,Q6944417,Museum of Engineering and Technology,museum of engineering and technology,Museum,Q36,Poland,50.049477,19.946964
act_Q6946743,act_Q6946756,Q6946756,Myanmar Motion Picture Museum,myanmar motion picture museum,Museum,Q836,Myanmar,16.795,96.16
act_Q111947609,act_Q6979344,Q6979344,National War Museum,national war museum,Museum,Q233,Malta,35.901944444,14.518611111
act_Q6944434,act_Q6944434,Q6944434,Museum of Cieszyn Silesia,museum of cieszyn silesia,Museum,Q36,Poland,49.7479,18.6339
act_Q6941019,act_Q6941019,Q6941019,Museum of Shan Sawbwa,museum of shan sawbwa,Museum,Q836,Myanmar,20.75,96.9333
act_Q111947609,act_Q6974470,Q6974470,MUŻA,muża,Museum,Q233,Malta,35.896389,14.511389
act_Q1029069,act_Q6944418,Q6944418,Muzeum Katedralne im. Jana Pawła II na Wawelu,muzeum katedralne im jana pawła ii na wawelu,Museum,Q36,Poland,50.05472222,19.93472222
act_Q6944433,act_Q6944433,Q6944433,Museum of the Biecz Land,museum of the biecz land,Museum,Q36,Poland,49.731191,21.247352
act_Q1029069,act_Q6940904,Q6940904,Museum of Insurances in Kraków,museum of insurances in kraków,Museum,Q36,Poland,50.0644328,19.9337804
act_Q6961034,act_Q6961034,Q6961034,Nalut Dinosaur Museum,nalut dinosaur museum,Museum,Q1016,Libya,31.864842,10.982509
act_Q6940969,act_Q6940969,Q6940969,Museum of Omani Heritage,museum of omani heritage,Museum,Q842,Oman,23.6098,58.4705
act_Q1029069,act_Q6940983,Q6940983,PRL Museum,prl museum,Museum,Q36,Poland,50.06972222,20.04111111
act_Q6966290,act_Q6966290,Q6966290,Narrow Gauge Railway Museum in Sochaczew,narrow gauge railway museum in sochaczew,Museum,Q36,Poland,52.21722222,20.23722222
act_Q1029069,act_Q6944404,Q6944404,Muzeum Czynu Niepodległościowego,muzeum czynu niepodległościowego,Museum,Q36,Poland,50.06055556,19.92083333
act_Q6619380,act_Q6619380,Q6619380,Tatra Museum in Zakopane,tatra museum in zakopane,Museum,Q36,Poland,49.2948,19.9499
act_Q6897583,act_Q6897583,Q6897583,Mon State Cultural Museum,mon state cultural museum,Museum,Q836,Myanmar,16.480816904,97.621968631
act_Q1029069,act_Q6944430,Q6944430,Muzeum Witrażu w Krakowie,muzeum witrażu w krakowie,Museum,Q36,Poland,50.05888889,19.92555556
act_Q10863722,act_Q7638630,Q7638630,Sun Yat Sen Memorial House,sun yat sen memorial house,Museum,Q148,People's Republic of China,22.1999,113.549
act_Q7688739,act_Q7688739,Q7688739,Taungdwingyi Cultural Museum,taungdwingyi cultural museum,Museum,Q836,Myanmar,20.010277777,95.546944444
act_Q6940969,act_Q7636575,Q7636575,Sultan's Armed Forces Museum,sultan's armed forces museum,Museum,Q842,Oman,23.6096,58.5459
act_Q1431259,act_Q7108347,Q7108347,Otago Museum,otago museum,Museum,Q664,New Zealand,-45.8657,170.511
act_Q1000780,act_Q7124400,Q7124400,Pagoda of Monk Wansong,pagoda of monk wansong,Museum,Q148,People's Republic of China,39.92111385,116.36686563
act_Q7253676,act_Q7253676,Q7253676,Przypkowscy Clock Museum,przypkowscy clock museum,Museum,Q36,Poland,50.63888889,20.30416667
act_Q7690866,act_Q7690866,Q7690866,Te Manawa,te manawa,Museum,Q664,New Zealand,-40.3579,175.608
act_Q1000780,act_Q7278677,Q7278677,Former Residence of Qi Baishi,former residence of qi baishi,Museum,Q148,People's Republic of China,27.47708,112.88788
act_Q5123171,act_Q7015550,Q7015550,New Zealand Olympic Museum,new zealand olympic museum,Museum,Q664,New Zealand,-41.28518,174.77839
act_Q3329557,act_Q7084786,Q7084786,Old Prison,old prison,Museum,Q233,Malta,36.04622,14.23919
act_Q7015362,act_Q7015362,Q7015362,New Zealand Fashion Museum,new zealand fashion museum,Museum,Q664,New Zealand,,
act_Q7144734,act_Q7144734,Q7144734,Pathein Cultural Museum,pathein cultural museum,Museum,Q836,Myanmar,16.78366818,94.731833743
act_Q3329080,act_Q7089572,Q7089572,Omani Aquarium and Marine Science and Fisheries Centre,omani aquarium and marine science and fisheries centre,Museum,Q842,Oman,23.580671,58.6044063
act_Q6940969,act_Q7089540,Q7089540,Oman Oil and Gas Exhibition Centre,oman oil and gas exhibition centre,Museum,Q842,Oman,23.6251,58.5086
act_Q7219747,act_Q7219747,Q7219747,Orava Ethnographic Park Museum in Zubrzyca Górna,orava ethnographic park museum in zubrzyca górna,Museum,Q36,Poland,49.5664,19.6394
act_Q10883656,act_Q7684231,Q7684231,Tao Heung Foods of Mankind Museum,tao heung foods of mankind museum,Museum,Q148,People's Republic of China,22.3977,114.198
act_Q6940969,act_Q7089526,Q7089526,Oman Children's Museum,oman children's museum,Museum,Q842,Oman,23.6159,58.4808
act_Q1431259,act_Q7088887,Q7088887,Olveston Historic Home,olveston historic home,Museum,Q664,New Zealand,-45.86613,170.50243
act_Q111947609,act_Q7126151,Q7126151,Palace Armoury,palace armoury,Museum,Q233,Malta,35.89888889,14.51388889
act_Q1029069,act_Q7227420,Q7227420,Pomorska,pomorska,Museum,Q36,Poland,50.07077,19.9248
act_Q7007682,act_Q7007682,Q7007682,New Fourth Army Memorial Hall,new fourth army memorial hall,Museum,Q148,People's Republic of China,33.391478,120.156575
act_Q3329557,act_Q6980605,Q6980605,Gozo Nature Museum,gozo nature museum,Museum,Q233,Malta,36.0467,14.239
act_Q6487543,act_Q7408269,Q7408269,Sam Tung Uk Museum,sam tung uk museum,Museum,Q148,People's Republic of China,22.372,114.12
act_Q7103756,act_Q7103756,Q7103756,Orokonui Ecosanctuary,orokonui ecosanctuary,Museum,Q664,New Zealand,-45.7674,170.5967
act_Q2110598,act_Q7339081,Q7339081,Rizal Shrine,rizal shrine,Museum,Q928,Philippines,14.59444444,120.96972222
act_Q7420771,act_Q7420771,Q7420771,Sanxingdui Museum,sanxingdui museum,Museum,Q148,People's Republic of China,31.00308,104.21814
act_Q6990697,act_Q6990697,Q6990697,Nelson Provincial Museum Pupuri Taonga o Te Tai Ao,nelson provincial museum pupuri taonga o te tai ao,Museum,Q664,New Zealand,-41.2745,173.283
act_Q9173956,act_Q9173956,Q9173956,Q9173956,q9173956,Museum,Q36,Poland,51.7627,18.0929
act_Q1029069,act_Q7975612,Q7975612,Wawel Royal Castle National Art Collection,wawel royal castle national art collection,Museum,Q36,Poland,50.0542,19.9353
act_Q1667897,act_Q7978341,Q7978341,Weaver's House Museum,weaver's house museum,Museum,Q36,Poland,49.8201,19.0354
act_Q8039084,act_Q8039084,Q8039084,Wuhan Museum,wuhan museum,Museum,Q148,People's Republic of China,,
act_Q8071809,act_Q8071809,Q8071809,Zigong Salt History Museum,zigong salt history museum,Museum,Q148,People's Republic of China,29.3517,104.769
act_Q9170563,act_Q9170563,Q9170563,Podlaskie Museum of Folk Culture,podlaskie museum of folk culture,Museum,Q36,Poland,53.1756,23.1492
act_Q7570874,act_Q7570874,Q7570874,Southland Museum and Art Gallery,southland museum and art gallery,Museum,Q664,New Zealand,-46.4052,168.353
act_Q4806827,act_Q7651049,Q7651049,Suzhou Museum of Opera and Theatre,suzhou museum of opera and theatre,Museum,Q148,People's Republic of China,31.3149036,120.6316177
act_Q111947609,act_Q8082955,Q8082955,Żabbar Sanctuary Museum,żabbar sanctuary museum,Museum,Q233,Malta,35.87484722,14.53383333
act_Q5924742,act_Q7985680,Q7985680,West Lake Museum,west lake museum,Museum,Q148,People's Republic of China,30.2419,120.158
act_Q10891808,act_Q7853017,Q7853017,Tung Wah Museum,tung wah museum,Museum,Q148,People's Republic of China,22.31494,114.17191
act_Q8039396,act_Q8039396,Q8039396,Wuxi Museum,wuxi museum,Museum,Q148,People's Republic of China,31.5665,120.265
act_Q2110598,act_Q7875794,Q7875794,UST Museum of Arts and Sciences,ust museum of arts and sciences,Museum,Q928,Philippines,14.61019444,120.98927778
act_Q1029069,act_Q9186023,Q9186023,Centralne Biuro Wystaw Artystycznych,centralne biuro wystaw artystycznych,Museum,Q36,Poland,52.2393,21.0114
act_Q7960102,act_Q7960102,Q7960102,Waimarino Museum,waimarino museum,Museum,Q664,New Zealand,-39.4258,175.276
act_Q1029069,act_Q7970896,Q7970896,Warsaw Gasworks Museum,warsaw gasworks museum,Museum,Q36,Poland,52.2281,20.9647
act_Q7767843,act_Q7767843,Q7767843,The Sądecki Ethnographic Park,the sądecki ethnographic park,Museum,Q36,Poland,49.6158,20.7342
act_Q8048619,act_Q8048619,Q8048619,Yangon Drugs Elimination Museum,yangon drugs elimination museum,Museum,Q836,Myanmar,16.815763638,96.131501254
act_Q7487839,act_Q7487839,Q7487839,Shan State Cultural Museum,shan state cultural museum,Museum,Q836,Myanmar,20.771004731,97.039377376
act_Q10564008,act_Q7507431,Q7507431,Sichuan Science and Technology Museum,sichuan science and technology museum,Museum,Q148,People's Republic of China,30.66231,104.06331
act_Q7488401,act_Q7488401,Q7488401,Shanghai Auto Museum,shanghai auto museum,Museum,Q148,People's Republic of China,31.28066,121.165851
act_Q7754886,act_Q7754886,Q7754886,The Old Museum of Wisteria,the old museum of wisteria,Museum,Q148,People's Republic of China,31.77732,119.96027
act_Q1029069,act_Q9186219,Q9186219,Q9186219,q9186219,Museum,Q36,Poland,50.0598,19.9361
act_Q2110972,act_Q7896231,Q7896231,University of San Carlos Museum,university of san carlos museum,Museum,Q928,Philippines,10.30017,123.8983
act_Q9186030,act_Q9186030,Q9186030,Centralne Muzeum Jeńców Wojennych,centralne muzeum jeńców wojennych,Museum,Q36,Poland,50.546,17.5706
act_Q7370609,act_Q7370609,Q7370609,Rotorua Museum,rotorua museum,Museum,Q664,New Zealand,-38.1356,176.259
act_Q7960003,act_Q7960003,Q7960003,Waikato Museum,waikato museum,Museum,Q664,New Zealand,-37.7897,175.286
act_Q7856167,act_Q7856167,Q7856167,Turpan Museum,turpan museum,Museum,Q148,People's Republic of China,42.941274,89.188552
act_Q8047320,act_Q8047320,Q8047320,Yaldhurst Museum,yaldhurst museum,Museum,Q664,New Zealand,-43.5109,172.505
act_Q1051293,act_Q7488495,Q7488495,Shanghai Railway Museum,shanghai railway museum,Museum,Q148,People's Republic of China,31.2519,121.472
act_Q7850010,act_Q7850010,Q7850010,Tsui Museum of Art,tsui museum of art,Museum,Q148,People's Republic of China,,
act_Q10873273,act_Q10873273,Q10873273,China Arms Museum,china arms museum,Museum,Q148,People's Republic of China,,
act_Q10873512,act_Q10873512,Q10873512,Yifu Museum,yifu museum,Museum,Q148,People's Republic of China,,
act_Q9307825,act_Q9307825,Q9307825,Archaeological Museum in Częstochowa,archaeological museum in częstochowa,Museum,Q36,Poland,50.7874,19.1528
act_Q9282297,act_Q9282297,Q9282297,Grzybowo,grzybowo,Museum,Q36,Poland,52.362111111,17.648972222
